General information :

File	Capture018.ptw
Frame	854
Total frames	1484
time	15:42:42.177
Interval start	15:42:25.097
Interval end	15:42:54.777
Format	160	128


Timing-graph Data :

(time)	1 Mean  (°C)
15:42:28.917	1767.12
15:42:28.938	1778.83
15:42:28.957	1793.91
15:42:28.978	1805.05
15:42:28.997	1819.69
15:42:29.018	1830.70
15:42:29.038	1841.99
15:42:29.057	1851.71
15:42:29.078	1865.81
15:42:29.118	1887.80
15:42:29.137	1896.57
15:42:29.158	1905.07
15:42:29.177	1917.60
15:42:29.198	1929.03
15:42:29.218	1937.44
15:42:29.237	1941.05
15:42:29.258	1955.62
15:42:29.277	1963.25
15:42:29.298	1977.02
15:42:29.317	1977.00
15:42:29.338	1992.75
15:42:29.358	1995.26
15:42:29.378	2008.57
15:42:29.398	2010.11
15:42:29.417	2022.52
15:42:29.438	2026.01
15:42:29.457	2036.59
15:42:29.478	2044.00
15:42:29.497	2047.99
15:42:29.518	2054.14
15:42:29.538	2066.02
15:42:29.557	2074.24
15:42:29.578	2078.00
15:42:29.597	2083.23
15:42:29.618	2087.22
15:42:29.637	2096.34
15:42:29.658	2104.90
15:42:29.677	2109.24
15:42:29.698	2114.72
15:42:29.718	2120.33
15:42:29.737	2129.38
15:42:29.758	2130.17
15:42:29.777	2137.89
15:42:29.798	2140.99
15:42:29.817	2150.35
15:42:29.838	2152.31
15:42:29.858	2158.47
15:42:29.878	2161.75
15:42:29.898	2169.68
15:42:29.917	2173.21
15:42:29.938	2180.02
15:42:29.957	2183.17
15:42:29.978	2190.73
15:42:29.997	2194.97
15:42:30.018	2199.96
15:42:30.038	2207.11
15:42:30.057	2206.82
15:42:30.078	2213.97
15:42:30.097	2217.57
15:42:30.118	2222.47
15:42:30.137	2225.28
15:42:30.158	2232.17
15:42:30.177	2233.75
15:42:30.198	2241.15
15:42:30.218	2242.07
15:42:30.237	2248.64
