General information :

File	Capture018.ptw
Frame	854
Total frames	1484
time	15:42:42.177
Interval start	15:42:25.097
Interval end	15:42:54.777
Format	160	128


Timing-graph Data :

(time)	1 Mean  (°C)
15:42:45.838	2710.92
15:42:45.858	2709.24
15:42:45.878	2704.07
15:42:45.898	2698.42
15:42:45.917	2683.69
15:42:45.938	2663.12
15:42:45.957	2637.29
15:42:45.978	2609.73
15:42:45.997	2576.87
15:42:46.018	2540.88
15:42:46.038	2505.96
15:42:46.057	2471.36
15:42:46.078	2439.10
15:42:46.097	2406.11
15:42:46.118	2376.34
15:42:46.137	2346.77
15:42:46.158	2319.23
15:42:46.177	2290.90
15:42:46.198	2265.23
15:42:46.218	2240.12
15:42:46.237	2216.44
15:42:46.258	2193.20
15:42:46.277	2171.56
15:42:46.298	2149.47
15:42:46.317	2129.50
15:42:46.338	2108.60
15:42:46.358	2090.67
15:42:46.378	2070.16
15:42:46.398	2052.94
15:42:46.417	2034.66
15:42:46.438	2019.79
15:42:46.457	2000.52
15:42:46.478	1985.04
15:42:46.497	1968.14
15:42:46.518	1954.43
15:42:46.538	1938.49
15:42:46.557	1924.46
15:42:46.578	1910.55
15:42:46.597	1895.91
15:42:46.618	1883.06
15:42:46.637	1868.27
15:42:46.658	1856.96
15:42:46.677	1841.86
15:42:46.698	1831.21
15:42:46.718	1816.63
15:42:46.737	1807.09
15:42:46.758	1793.26
15:42:46.777	1782.98
15:42:46.798	1769.51
15:42:46.817	1759.98
15:42:46.838	1748.95
15:42:46.858	1738.90
15:42:46.878	1727.64
15:42:46.898	1717.09
15:42:46.917	1707.62
15:42:46.938	1696.04
15:42:46.957	1687.33
15:42:46.978	1676.12
15:42:46.997	1667.78
15:42:47.018	1657.60
15:42:47.038	1648.38
15:42:47.057	1638.84
15:42:47.078	1630.24
15:42:47.097	1621.44
15:42:47.118	1612.52
15:42:47.137	1604.49
15:42:47.158	1595.31
15:42:47.177	1588.61
15:42:47.198	1577.94
15:42:47.218	1571.35
15:42:47.237	1561.56
15:42:47.258	1556.38
15:42:47.277	1545.50
15:42:47.298	1539.94
15:42:47.317	1530.12
15:42:47.338	1524.26
15:42:47.358	1516.08
15:42:47.378	1508.91
15:42:47.398	1501.91
15:42:47.417	1494.51
15:42:47.438	1488.95
15:42:47.457	1480.22
15:42:47.478	1474.39
15:42:47.497	1465.64
15:42:47.518	1461.18
15:42:47.538	1452.57
15:42:47.557	1447.77
15:42:47.578	1439.67
15:42:47.597	1434.86
15:42:47.618	1426.65
15:42:47.637	1421.65
15:42:47.658	1414.50
15:42:47.677	1409.32
15:42:47.698	1403.39
15:42:47.718	1396.59
15:42:47.737	1391.44
15:42:47.758	1384.32
15:42:47.777	1379.43
15:42:47.798	1372.31
15:42:47.817	1368.35
15:42:47.838	1361.29
15:42:47.858	1356.59
15:42:47.878	1350.46
15:42:47.898	1345.07
15:42:47.917	1339.93
15:42:47.938	1333.94
15:42:47.957	1329.29
15:42:47.978	1323.45
15:42:47.997	1319.48
15:42:48.018	1312.39
15:42:48.038	1308.67
15:42:48.057	1301.93
15:42:48.078	1298.35
15:42:48.097	1291.41
15:42:48.118	1288.56
15:42:48.137	1281.65
15:42:48.158	1278.32
15:42:48.177	1272.28
15:42:48.198	1268.28
15:42:48.218	1263.07
15:42:48.237	1257.83
15:42:48.258	1254.07
15:42:48.277	1249.03
15:42:48.298	1245.39
15:42:48.317	1239.28
15:42:48.338	1235.99
15:42:48.358	1229.78
15:42:48.378	1227.34
15:42:48.398	1221.15
15:42:48.417	1218.15
15:42:48.438	1212.09
15:42:48.457	1208.69
15:42:48.478	1203.73
15:42:48.497	1199.83
15:42:48.518	1195.88
15:42:48.538	1192.06
15:42:48.557	1187.66
15:42:48.578	1183.28
15:42:48.597	1178.82
15:42:48.618	1174.43
15:42:48.637	1170.86
15:42:48.658	1166.72
15:42:48.677	1162.85
15:42:48.698	1158.14
15:42:48.718	1154.32
15:42:48.737	1150.81
15:42:48.758	1147.10
15:42:48.777	1142.98
15:42:48.798	1139.27
15:42:48.817	1136.16
15:42:48.838	1131.78
15:42:48.858	1128.58
15:42:48.878	1123.87
15:42:48.898	1120.57
15:42:48.917	1116.04
15:42:48.938	1113.61
15:42:48.957	1108.73
15:42:48.978	1105.74
15:42:48.997	1101.59
15:42:49.018	1098.48
15:42:49.038	1095.40
15:42:49.057	1091.13
15:42:49.078	1088.36
15:42:49.097	1083.95
15:42:49.118	1082.01
15:42:49.137	1076.48
15:42:49.158	1074.83
15:42:49.177	1070.03
15:42:49.198	1067.81
15:42:49.218	1062.55
15:42:49.237	1061.13
15:42:49.258	1056.23
15:42:49.277	1054.20
15:42:49.298	1049.74
15:42:49.317	1048.05
15:42:49.338	1043.76
15:42:49.358	1041.46
15:42:49.378	1037.54
15:42:49.398	1034.50
15:42:49.417	1031.67
15:42:49.438	1028.20
15:42:49.457	1024.86
15:42:49.478	1021.83
15:42:49.497	1018.27
15:42:49.518	1016.10
15:42:49.538	1012.38
15:42:49.557	1009.91
15:42:49.578	1005.98
15:42:49.597	1004.21
15:42:49.618	1000.40
15:42:49.637	998.41
15:42:49.658	993.60
15:42:49.677	991.84
15:42:49.698	987.64
15:42:49.718	986.47
15:42:49.737	981.79
15:42:49.758	980.13
15:42:49.777	976.56
15:42:49.798	974.12
15:42:49.817	971.16
15:42:49.838	969.23
15:42:49.858	964.97
15:42:49.878	963.09
15:42:49.898	959.76
15:42:49.917	957.25
15:42:49.938	954.36
15:42:49.957	951.16
15:42:49.978	949.67
15:42:49.997	945.66
15:42:50.018	943.80
15:42:50.038	940.50
15:42:50.057	937.95
15:42:50.078	935.44
15:42:50.097	932.46
15:42:50.118	929.88
15:42:50.137	928.16
15:42:50.158	924.47
15:42:50.177	921.76
15:42:50.198	919.58
15:42:50.218	916.39
15:42:50.237	915.10
15:42:50.258	911.56
15:42:50.277	909.39
15:42:50.298	906.75
15:42:50.317	904.42
15:42:50.338	901.64
15:42:50.358	899.16
15:42:50.378	897.30
15:42:50.398	893.80
15:42:50.417	892.48
15:42:50.438	889.28
15:42:50.457	887.46
15:42:50.478	884.23
15:42:50.497	882.71
15:42:50.518	879.72
15:42:50.538	877.88
15:42:50.557	874.54
15:42:50.578	873.01
15:42:50.597	869.95
15:42:50.618	867.96
15:42:50.637	865.42
15:42:50.658	863.54
15:42:50.677	860.62
15:42:50.698	858.44
15:42:50.718	855.74
15:42:50.737	853.90
15:42:50.758	851.54
15:42:50.777	849.07
15:42:50.798	847.48
15:42:50.817	844.39
15:42:50.838	842.85
15:42:50.858	840.72
15:42:50.878	838.09
15:42:50.898	835.83
15:42:50.917	833.36
15:42:50.938	831.71
15:42:50.957	829.03
15:42:50.978	827.57
15:42:50.997	824.59
15:42:51.018	823.33
15:42:51.038	820.31
15:42:51.057	819.13
15:42:51.078	816.31
15:42:51.097	814.80
15:42:51.118	812.43
15:42:51.137	810.27
15:42:51.158	807.73
15:42:51.177	805.69
15:42:51.198	803.54
15:42:51.218	802.35
15:42:51.237	799.78
15:42:51.258	797.75
15:42:51.277	795.88
15:42:51.298	793.55
15:42:51.317	791.99
15:42:51.338	789.04
15:42:51.358	788.23
15:42:51.378	785.47
15:42:51.398	784.14
15:42:51.417	781.82
15:42:51.438	780.18
15:42:51.457	777.82
15:42:51.478	775.53
15:42:51.497	774.38
15:42:51.518	772.14
15:42:51.538	770.47
15:42:51.557	767.97
15:42:51.578	766.28
15:42:51.597	763.57
15:42:51.618	762.69
15:42:51.637	760.42
15:42:51.658	759.13
15:42:51.677	756.58
15:42:51.698	754.99
15:42:51.718	752.91
15:42:51.737	750.50
15:42:51.758	749.60
15:42:51.777	747.23
15:42:51.798	746.07
15:42:51.817	743.16
15:42:51.838	742.23
15:42:51.858	740.25
15:42:51.878	738.83
15:42:51.898	736.29
15:42:51.917	734.17
15:42:51.938	732.41
15:42:51.957	731.46
15:42:51.978	729.32
15:42:51.997	726.90
15:42:52.018	725.74
15:42:52.038	724.14
15:42:52.057	722.46
15:42:52.078	720.92
15:42:52.097	718.53
15:42:52.118	716.75
15:42:52.137	714.95
15:42:52.158	713.50
15:42:52.177	711.46
15:42:52.198	709.83
15:42:52.218	708.16
15:42:52.237	706.42
15:42:52.258	704.58
15:42:52.277	702.83
15:42:52.298	701.47
15:42:52.317	699.71
15:42:52.338	697.68
15:42:52.358	696.66
15:42:52.378	694.66
15:42:52.398	692.83
15:42:52.417	691.48
15:42:52.438	689.49
15:42:52.457	687.49
15:42:52.478	686.41
15:42:52.497	684.89
15:42:52.518	683.61
15:42:52.538	681.59
15:42:52.557	679.24
15:42:52.578	678.35
15:42:52.597	676.69
15:42:52.618	675.38
15:42:52.637	673.47
15:42:52.658	672.45
15:42:52.677	670.59
15:42:52.698	669.37
15:42:52.718	666.93
15:42:52.737	665.89
15:42:52.758	663.77
15:42:52.777	663.02
15:42:52.798	661.44
15:42:52.817	659.98
15:42:52.838	658.12
15:42:52.858	656.33
15:42:52.878	655.13
15:42:52.898	653.19
15:42:52.917	652.65
15:42:52.938	650.54
15:42:52.957	649.30
15:42:52.978	647.51
15:42:52.997	645.73
15:42:53.018	644.85
15:42:53.038	643.74
15:42:53.057	641.79
15:42:53.078	639.44
15:42:53.097	639.38
15:42:53.118	636.97
15:42:53.137	636.22
15:42:53.158	634.73
15:42:53.177	633.07
15:42:53.198	631.62
15:42:53.218	630.19
15:42:53.237	628.84
15:42:53.258	626.70
15:42:53.277	625.98
15:42:53.298	624.03
15:42:53.317	623.14
15:42:53.338	622.23
15:42:53.358	620.24
15:42:53.378	618.60
15:42:53.398	617.98
15:42:53.417	616.06
15:42:53.438	615.15
15:42:53.457	614.00
15:42:53.478	612.46
15:42:53.497	610.85
15:42:53.518	609.02
15:42:53.538	608.35
15:42:53.557	607.01
15:42:53.578	605.40
15:42:53.597	603.97
15:42:53.618	602.60
15:42:53.637	601.33
15:42:53.658	600.24
15:42:53.677	598.85
15:42:53.698	598.03
15:42:53.718	595.25
15:42:53.737	595.08
15:42:53.758	592.94
15:42:53.777	591.53
15:42:53.798	590.80
15:42:53.817	590.12
15:42:53.838	588.05
15:42:53.858	587.20
15:42:53.878	585.51
15:42:53.898	584.28
15:42:53.917	581.95
15:42:53.938	581.85
15:42:53.957	580.63
15:42:53.978	578.87
15:42:53.997	578.21
15:42:54.018	575.92
15:42:54.038	575.46
15:42:54.057	573.94
15:42:54.078	572.62
15:42:54.097	571.75
15:42:54.118	570.40
15:42:54.137	569.78
15:42:54.158	567.93
15:42:54.177	567.93
15:42:54.198	566.10
15:42:54.218	564.30
15:42:54.237	563.82
15:42:54.258	561.66
15:42:54.277	561.06
15:42:54.298	560.79
15:42:54.317	558.77
15:42:54.338	557.40
15:42:54.358	555.74
15:42:54.378	554.23
15:42:54.398	553.65
15:42:54.417	552.51
15:42:54.438	551.49
15:42:54.457	550.25
15:42:54.478	549.01
15:42:54.497	547.32
15:42:54.518	547.17
15:42:54.538	545.04
15:42:54.557	544.49
15:42:54.578	542.67
15:42:54.597	541.54
15:42:54.618	540.96
15:42:54.637	540.25
15:42:54.658	538.99
15:42:54.677	537.31
15:42:54.698	536.46
15:42:54.718	534.72
15:42:54.737	535.26
15:42:54.758	532.90
15:42:54.777	530.95

