(time)	1 Max  (°C)	1 Mean  (°C)
16:48:20.014	1557.48	1524.38
16:48:20.034	1562.08	1525.18
16:48:20.055	1562.65	1526.39
16:48:20.074	1559.20	1526.06
16:48:20.095	1560.35	1526.43
16:48:20.114	1560.35	1526.02
16:48:20.134	1559.78	1526.44
16:48:20.154	1560.35	1526.26
16:48:20.174	1560.35	1525.53
16:48:20.194	1561.50	1526.55
16:48:20.214	1560.35	1526.94
16:48:20.235	1561.50	1527.68
16:48:20.254	1559.78	1528.41
16:48:20.274	1563.23	1528.89
16:48:20.294	1562.65	1529.21
16:48:20.314	1561.50	1530.03
16:48:20.334	1562.65	1530.65
16:48:20.354	1565.52	1530.54
16:48:20.375	1562.08	1530.44
16:48:20.394	1565.52	1531.23
16:48:20.415	1563.80	1531.09
16:48:20.434	1564.95	1530.91
16:48:20.454	1562.65	1531.24
16:48:20.474	1566.10	1532.31
16:48:20.494	1566.10	1533.57
16:48:20.514	1568.39	1533.14
16:48:20.534	1567.24	1532.91
16:48:20.555	1568.39	1533.02
16:48:20.574	1567.82	1533.40
16:48:20.595	1568.96	1533.74
16:48:20.614	1570.68	1535.86
16:48:20.634	1568.39	1534.78
16:48:20.654	1568.39	1534.93
16:48:20.674	1570.11	1534.91
16:48:20.694	1570.11	1534.54
16:48:20.714	1567.82	1535.27
16:48:20.735	1575.83	1537.34
16:48:20.754	1569.54	1535.51
16:48:20.774	1568.39	1536.20
16:48:20.794	1571.25	1536.36
16:48:20.814	1568.39	1535.07
16:48:20.834	1568.96	1534.40
16:48:20.854	1568.39	1535.73
16:48:20.875	1571.25	1536.25
16:48:20.894	1569.54	1535.00
16:48:20.915	1571.83	1536.85
16:48:20.934	1568.39	1536.73
16:48:20.954	1572.97	1537.29
16:48:20.974	1571.83	1538.23
16:48:20.994	1575.26	1538.21
16:48:21.014	1575.26	1540.46
16:48:21.034	1576.40	1539.68
16:48:21.055	1572.40	1538.61
16:48:21.074	1574.11	1539.17
16:48:21.095	1574.11	1539.70
16:48:21.114	1575.26	1539.73
16:48:21.134	1576.97	1539.75
16:48:21.154	1571.25	1539.57
16:48:21.174	1573.54	1539.30
16:48:21.194	1572.40	1538.63
16:48:21.214	1575.26	1538.83
16:48:21.235	1570.11	1538.34
16:48:21.254	1572.40	1537.38
16:48:21.274	1571.83	1538.00
16:48:21.294	1576.97	1541.00
16:48:21.314	1575.26	1540.97
16:48:21.334	1574.68	1540.66
16:48:21.354	1572.97	1539.88
16:48:21.375	1574.11	1538.54
16:48:21.394	1575.26	1540.31
16:48:21.415	1574.68	1540.82
16:48:21.434	1575.26	1541.02
16:48:21.454	1572.40	1540.59
16:48:21.474	1575.83	1541.67
16:48:21.494	1575.83	1540.55
16:48:21.514	1577.54	1541.20
16:48:21.534	1574.11	1542.96
16:48:21.555	1578.11	1541.37
16:48:21.574	1574.68	1541.24
16:48:21.595	1576.40	1541.88
16:48:21.614	1575.26	1539.81
16:48:21.634	1574.68	1540.39
16:48:21.654	1574.68	1540.31
16:48:21.674	1578.11	1542.09
16:48:21.694	1576.40	1540.95
16:48:21.714	1575.26	1542.73
16:48:21.735	1575.26	1542.65
16:48:21.754	1575.83	1543.34
16:48:21.774	1574.68	1542.09
16:48:21.794	1575.83	1542.69
16:48:21.814	1576.40	1542.37
16:48:21.834	1578.11	1542.89
16:48:21.854	1576.40	1542.49
16:48:21.875	1579.82	1543.70
16:48:21.894	1574.68	1543.03
16:48:21.915	1581.53	1545.78
16:48:21.934	1572.40	1541.55
16:48:21.954	1578.11	1543.50
16:48:21.974	1573.54	1542.00
16:48:21.994	1580.96	1544.66
16:48:22.014	1576.40	1543.32
16:48:22.034	1578.11	1542.98
16:48:22.055	1572.97	1542.11
16:48:22.074	1579.25	1543.90
16:48:22.095	1574.11	1543.07
16:48:22.114	1579.25	1544.08
16:48:22.134	1576.40	1543.98
16:48:22.154	1579.82	1544.52
16:48:22.174	1575.83	1543.99
16:48:22.194	1580.39	1546.12
16:48:22.214	1576.97	1545.57
16:48:22.235	1577.54	1545.33
16:48:22.254	1576.97	1545.41
16:48:22.274	1577.54	1543.94
16:48:22.294	1579.25	1544.82
16:48:22.314	1575.26	1544.41
16:48:22.334	1579.82	1547.48
16:48:22.354	1579.82	1545.93
16:48:22.375	1579.25	1544.75
16:48:22.394	1580.96	1546.52
16:48:22.415	1578.11	1547.03
16:48:22.434	1583.24	1547.70
16:48:22.454	1582.10	1546.97
16:48:22.474	1581.53	1547.84
16:48:22.494	1579.82	1547.75
16:48:22.514	1580.39	1547.19
16:48:22.534	1578.68	1547.49
16:48:22.555	1582.67	1549.63
16:48:22.574	1581.53	1549.05
16:48:22.595	1584.95	1547.32
16:48:22.614	1579.25	1547.30
16:48:22.634	1582.10	1547.79
16:48:22.654	1576.97	1547.94
16:48:22.674	1580.39	1549.13
16:48:22.694	1582.10	1550.63
16:48:22.714	1586.65	1550.62
16:48:22.735	1583.81	1550.81
16:48:22.754	1582.10	1551.80
16:48:22.774	1583.81	1550.32
16:48:22.794	1582.67	1550.59
16:48:22.814	1582.67	1550.17
16:48:22.834	1584.95	1550.24
16:48:22.854	1582.67	1550.64
16:48:22.875	1586.65	1551.78
16:48:22.894	1582.10	1549.45
16:48:22.915	1584.95	1551.11
16:48:22.934	1584.95	1551.58
16:48:22.954	1585.52	1552.25
16:48:22.974	1580.96	1550.70
16:48:22.994	1582.10	1549.63
16:48:23.014	1586.08	1551.78
16:48:23.034	1585.52	1551.15
16:48:23.055	1583.81	1550.01
16:48:23.074	1585.52	1552.28
16:48:23.095	1583.81	1550.54
16:48:23.114	1585.52	1550.37
16:48:23.134	1585.52	1551.83
16:48:23.154	1584.38	1551.00
16:48:23.174	1581.53	1551.26
16:48:23.194	1584.38	1550.53
16:48:23.214	1582.67	1550.57
16:48:23.235	1585.52	1552.03
16:48:23.254	1585.52	1551.51
16:48:23.274	1587.79	1553.26
16:48:23.294	1586.65	1553.35
16:48:23.314	1588.93	1553.85
16:48:23.334	1583.81	1552.30
16:48:23.354	1588.93	1552.27
16:48:23.375	1582.10	1551.37
16:48:23.394	1588.93	1553.69
16:48:23.415	1586.08	1553.98
16:48:23.434	1588.93	1554.59
16:48:23.454	1586.65	1554.48
16:48:23.474	1591.76	1555.52
16:48:23.494	1585.52	1554.02
16:48:23.514	1588.36	1553.96
16:48:23.534	1586.08	1554.32
16:48:23.555	1589.49	1555.82
16:48:23.574	1586.65	1556.14
16:48:23.595	1592.90	1558.01
16:48:23.614	1589.49	1557.72
16:48:23.634	1592.90	1557.81
16:48:23.654	1588.36	1558.39
16:48:23.674	1592.90	1558.93
16:48:23.694	1587.22	1556.68
16:48:23.714	1594.60	1558.84
16:48:23.735	1590.06	1558.68
16:48:23.754	1592.33	1558.82
16:48:23.774	1587.79	1558.59
16:48:23.794	1591.20	1556.99
16:48:23.814	1586.65	1554.57
16:48:23.834	1590.06	1555.20
16:48:23.854	1586.08	1553.93
16:48:23.875	1587.79	1555.82
16:48:23.894	1586.65	1557.92
16:48:23.915	1593.46	1559.72
16:48:23.934	1593.46	1560.46
16:48:23.954	1594.60	1560.45
16:48:23.974	1591.20	1559.13
16:48:23.994	1591.76	1558.30
16:48:24.014	1591.20	1560.60
16:48:24.034	1594.03	1561.37
16:48:24.055	1594.60	1562.68
16:48:24.074	1595.73	1562.92
16:48:24.095	1595.16	1562.11
16:48:24.114	1594.60	1561.19
16:48:24.134	1591.76	1562.27
16:48:24.154	1597.43	1562.52
16:48:24.174	1592.33	1561.23
16:48:24.194	1593.46	1559.22
16:48:24.214	1588.36	1560.37
16:48:24.235	1593.46	1560.42
16:48:24.254	1590.06	1561.09
16:48:24.274	1594.60	1562.56
16:48:24.294	1595.73	1563.05
16:48:24.314	1595.16	1562.58
16:48:24.334	1591.76	1560.50
16:48:24.354	1591.76	1559.79
16:48:24.375	1592.90	1561.05
16:48:24.394	1594.03	1563.48
16:48:24.415	1594.03	1564.57
16:48:24.434	1597.43	1566.47
16:48:24.454	1604.77	1569.24
16:48:24.474	1603.08	1568.94
16:48:24.494	1599.13	1568.30
16:48:24.514	1603.08	1571.71
16:48:24.534	1602.52	1573.43
16:48:24.555	1604.21	1570.87
16:48:24.574	1600.26	1570.25
16:48:24.595	1601.39	1570.82
16:48:24.614	1600.82	1567.26
16:48:24.634	1599.69	1566.41
16:48:24.654	1594.60	1561.55
16:48:24.674	1598.56	1562.59
16:48:24.694	1594.60	1563.47
16:48:24.714	1603.08	1564.74
16:48:24.735	1599.69	1567.09
16:48:24.754	1607.03	1570.89
16:48:24.774	1605.34	1573.48
16:48:24.794	1612.66	1575.60
16:48:24.814	1608.15	1573.69
16:48:24.834	1608.15	1574.66
16:48:24.854	1606.46	1575.30
16:48:24.875	1610.41	1575.71
16:48:24.894	1609.28	1576.53
16:48:24.915	1612.09	1578.16
16:48:24.934	1608.15	1577.14
16:48:24.954	1606.46	1576.61
16:48:24.974	1604.77	1573.07
16:48:24.994	1604.21	1572.30
16:48:25.014	1600.82	1569.69
16:48:25.034	1597.99	1567.42
16:48:25.055	1596.30	1563.82
16:48:25.074	1592.90	1561.14
16:48:25.095	1592.90	1560.10
16:48:25.114	1593.46	1561.95
16:48:25.134	1587.22	1557.53
16:48:25.154	1581.53	1552.96
16:48:25.174	1570.68	1541.10
16:48:25.194	1549.40	1520.90
16:48:25.214	1525.59	1494.68
16:48:25.235	1490.29	1464.79
16:48:25.254	1445.36	1426.36
16:48:25.274	1409.34	1388.72
16:48:25.294	1378.33	1357.86
16:48:25.314	1343.02	1324.10
16:48:25.334	1310.95	1294.95
16:48:25.354	1284.23	1270.81
16:48:25.375	1262.45	1247.06
16:48:25.394	1242.40	1226.84
16:48:25.415	1222.81	1207.40
16:48:25.434	1205.72	1192.12
16:48:25.454	1191.23	1176.26
16:48:25.474	1179.41	1163.30
16:48:25.494	1166.78	1151.30
16:48:25.514	1156.19	1140.88
16:48:25.534	1145.51	1130.87
16:48:25.555	1139.07	1123.61
16:48:25.574	1128.99	1115.41
16:48:25.595	1122.48	1109.72
16:48:25.614	1115.93	1101.71
16:48:25.634	1112.28	1097.23
16:48:25.654	1103.48	1090.71
16:48:25.674	1099.80	1085.94
16:48:25.694	1093.88	1080.06
16:48:25.714	1090.17	1076.82
16:48:25.735	1086.45	1071.79
16:48:25.754	1081.23	1066.58
16:48:25.774	1075.23	1061.82
16:48:25.794	1073.72	1058.56
16:48:25.814	1068.45	1053.51
16:48:25.834	1064.66	1049.51
16:48:25.854	1063.15	1045.89
16:48:25.875	1056.30	1042.28
16:48:25.894	1050.18	1038.03
16:48:25.915	1051.72	1034.84
16:48:25.934	1044.04	1030.94
16:48:25.954	1041.72	1027.45
16:48:25.974	1038.63	1023.71
16:48:25.994	1033.98	1020.74
16:48:26.014	1031.65	1017.70
16:48:26.034	1030.09	1015.72
16:48:26.055	1026.18	1011.25
16:48:26.074	1024.62	1007.56
16:48:26.095	1018.34	1005.15
16:48:26.114	1015.97	1003.50
16:48:26.134	1012.02	999.38
16:48:26.154	1013.60	997.20
16:48:26.174	1007.26	994.67
16:48:26.194	1007.26	992.00
16:48:26.214	1003.28	988.82
16:48:26.235	1003.28	986.87
16:48:26.254	997.68	984.24
16:48:26.274	997.68	981.77
16:48:26.294	996.88	980.68
16:48:26.314	996.07	977.01
16:48:26.334	987.20	975.33
16:48:26.354	992.05	972.63
16:48:26.375	981.52	969.99
16:48:26.394	982.34	968.16
16:48:26.415	981.52	965.97
16:48:26.434	982.34	963.82
16:48:26.454	975.81	961.78
16:48:26.474	977.45	959.70
16:48:26.494	973.35	957.21
16:48:26.514	971.71	955.64
16:48:26.534	966.77	952.56
16:48:26.555	964.29	951.44
16:48:26.574	965.94	949.39
16:48:26.595	963.46	946.79
16:48:26.614	959.31	945.90
16:48:26.634	960.14	943.65
16:48:26.654	959.31	941.86
16:48:26.674	955.15	939.85
16:48:26.694	953.48	937.78
16:48:26.714	951.80	935.76
16:48:26.735	945.92	934.54
16:48:26.754	947.61	932.16
16:48:26.774	948.45	931.62
16:48:26.794	945.08	928.67
16:48:26.814	943.39	927.23
16:48:26.834	940.01	926.04
16:48:26.854	940.85	924.46
16:48:26.875	936.61	921.66
16:48:26.894	935.76	920.85
16:48:26.915	933.20	918.36
16:48:26.934	933.20	917.76
16:48:26.954	933.20	915.39
16:48:26.974	928.06	913.77
16:48:26.994	928.92	912.35
16:48:27.014	924.62	910.41
16:48:27.034	923.76	909.59
16:48:27.055	921.17	908.00
16:48:27.074	921.17	906.24
16:48:27.095	918.57	904.21
16:48:27.114	917.71	902.75
16:48:27.134	915.97	901.70
16:48:27.154	916.84	900.73
16:48:27.174	913.36	898.99
16:48:27.194	910.74	896.66
16:48:27.214	909.86	895.97
16:48:27.235	905.48	893.58
16:48:27.254	906.35	892.88
16:48:27.274	908.99	891.07
16:48:27.294	903.71	889.06
16:48:27.314	904.60	888.13
16:48:27.334	901.95	886.22
16:48:27.354	899.30	886.14
16:48:27.375	895.75	883.15
16:48:27.394	899.30	882.13
16:48:27.415	894.86	880.92
16:48:27.434	893.97	878.85
16:48:27.454	893.08	877.95
16:48:27.474	891.29	876.19
16:48:27.494	889.50	875.96
16:48:27.514	887.71	873.08
16:48:27.534	889.50	873.28
16:48:27.555	885.91	871.71
16:48:27.574	885.01	869.85
16:48:27.595	881.40	867.93
16:48:27.614	879.59	867.39
16:48:27.634	877.78	865.46
16:48:27.654	878.68	865.23
16:48:27.674	878.68	863.27
16:48:27.694	875.05	861.07
16:48:27.714	875.96	859.65
16:48:27.735	869.57	858.61
16:48:27.754	870.48	857.00
16:48:27.774	869.57	856.69
16:48:27.794	866.81	854.82
16:48:27.814	864.97	854.10
16:48:27.834	865.89	852.13
16:48:27.854	864.05	850.84
16:48:27.875	862.20	848.43
16:48:27.894	860.34	847.99
16:48:27.915	862.20	847.05
16:48:27.934	858.49	845.48
16:48:27.954	856.63	844.16
16:48:27.974	858.49	842.73
16:48:27.994	853.83	841.11
16:48:28.014	851.95	839.55
16:48:28.034	853.83	838.03
16:48:28.055	851.95	837.35
16:48:28.074	851.02	836.46
16:48:28.095	846.31	834.72
16:48:28.114	848.20	833.41
16:48:28.134	843.47	832.41
16:48:28.154	845.37	829.79
16:48:28.174	843.47	828.74
16:48:28.194	839.68	827.47
16:48:28.214	836.81	826.27
16:48:28.235	839.68	824.59
16:48:28.254	836.81	823.01
16:48:28.274	837.77	822.43
16:48:28.294	832.98	821.25
16:48:28.314	833.94	819.08
16:48:28.334	829.13	818.56
16:48:28.354	832.98	817.02
16:48:28.375	828.16	815.74
16:48:28.394	827.20	813.56
16:48:28.415	825.26	813.68
16:48:28.434	825.26	812.63
16:48:28.454	822.34	810.53
16:48:28.474	822.34	808.64
16:48:28.494	817.46	807.99
16:48:28.514	822.34	806.46
16:48:28.534	817.46	805.56
16:48:28.555	820.39	803.94
16:48:28.574	816.47	802.44
16:48:28.595	818.44	801.55
16:48:28.614	813.52	799.93
16:48:28.634	813.52	798.92
16:48:28.654	814.51	797.92
16:48:28.674	809.57	795.35
16:48:28.694	806.59	794.92
16:48:28.714	804.59	793.34
16:48:28.735	805.59	792.06
16:48:28.754	807.58	790.60
16:48:28.774	804.59	790.44
16:48:28.794	803.59	787.46
16:48:28.814	800.59	787.09
16:48:28.834	797.57	784.85
16:48:28.854	800.59	785.35
16:48:28.875	797.57	783.07
16:48:28.894	798.57	782.52
16:48:28.915	794.53	780.68
16:48:28.934	793.52	779.56
16:48:28.954	790.47	778.81
16:48:28.974	791.49	777.87
16:48:28.994	790.47	776.34
16:48:29.014	789.45	776.21
16:48:29.034	787.40	774.35
16:48:29.055	784.33	773.28
16:48:29.074	786.38	770.88
16:48:29.095	783.30	769.43
16:48:29.114	784.33	768.29
16:48:29.134	781.23	768.71
16:48:29.154	778.13	766.51
16:48:29.174	781.23	766.08
16:48:29.194	777.09	763.56
16:48:29.214	772.91	763.07
16:48:29.235	772.91	761.74
16:48:29.254	773.96	760.27
16:48:29.274	769.77	759.87
16:48:29.294	769.77	758.13
16:48:29.314	766.60	756.05
16:48:29.334	767.66	756.73
16:48:29.354	766.60	754.10
16:48:29.375	762.36	754.07
16:48:29.394	765.55	752.68
16:48:29.415	762.36	750.35
16:48:29.434	763.43	750.18
16:48:29.454	762.36	749.36
16:48:29.474	763.43	746.78
16:48:29.494	758.09	746.71
16:48:29.514	760.23	745.99
16:48:29.534	757.02	744.76
16:48:29.555	754.87	742.88
16:48:29.574	752.71	742.95
16:48:29.595	750.55	739.61
16:48:29.614	750.55	739.92
16:48:29.634	751.63	738.95
16:48:29.654	750.55	737.50
16:48:29.674	753.79	736.15
16:48:29.694	752.71	735.24
16:48:29.714	749.46	734.79
16:48:29.735	744.01	732.94
16:48:29.754	747.29	731.82
16:48:29.774	742.91	731.69
16:48:29.794	742.91	729.40
16:48:29.814	741.81	729.23
16:48:29.834	737.39	726.24
16:48:29.854	737.39	726.67
16:48:29.875	736.28	724.83
16:48:29.894	737.39	725.68
16:48:29.915	737.39	724.51
16:48:29.934	737.39	722.77
16:48:29.954	734.06	720.49
16:48:29.974	730.71	720.31
16:48:29.994	736.28	718.41
16:48:30.014	729.58	717.78
16:48:30.034	727.33	715.05
16:48:30.055	727.33	715.19
16:48:30.074	726.20	715.34
16:48:30.095	726.20	712.84
16:48:30.114	727.33	712.55
16:48:30.134	722.80	710.31
16:48:30.154	722.80	709.78
16:48:30.174	722.80	709.87
16:48:30.194	720.52	707.61
16:48:30.214	719.38	707.05
16:48:30.235	715.94	704.79
16:48:30.254	719.38	704.24
16:48:30.274	717.09	704.76
16:48:30.294	712.48	702.18
16:48:30.314	714.79	701.03
16:48:30.334	711.32	700.18
16:48:30.354	714.79	699.29
16:48:30.375	707.83	698.41
16:48:30.394	708.99	696.84
16:48:30.415	707.83	695.38
16:48:30.434	711.32	694.26
16:48:30.454	707.83	694.07
16:48:30.474	705.49	692.95
16:48:30.494	708.99	692.88
16:48:30.514	704.31	690.88
16:48:30.534	700.77	690.06
16:48:30.555	699.59	687.60
16:48:30.574	701.95	688.61
16:48:30.595	699.59	686.31
16:48:30.614	693.63	685.13
16:48:30.634	696.02	684.22
16:48:30.654	692.42	683.88
16:48:30.674	692.42	681.88
16:48:30.694	697.21	681.72
16:48:30.714	693.63	680.80
16:48:30.735	692.42	680.80
16:48:30.754	688.81	679.15
16:48:30.774	690.01	678.53
16:48:30.794	687.59	676.24
16:48:30.814	690.01	675.26
16:48:30.834	691.22	675.07
16:48:30.854	685.16	672.66
16:48:30.875	683.94	672.75
16:48:30.894	686.38	671.99
16:48:30.915	682.72	669.42
16:48:30.934	683.94	670.12
16:48:30.954	681.49	669.14
16:48:30.974	679.03	667.84
16:48:30.994	679.03	667.40
16:48:31.014	677.79	666.89
16:48:31.034	676.55	663.59
16:48:31.055	677.79	664.55
16:48:31.074	679.03	663.36
16:48:31.095	674.07	662.36
16:48:31.114	672.82	660.61
16:48:31.134	670.31	660.60
16:48:31.154	674.07	658.14
16:48:31.174	669.05	659.36
16:48:31.194	671.57	657.18
16:48:31.214	667.79	655.93
16:48:31.235	674.07	655.39
16:48:31.254	663.99	653.26
16:48:31.274	665.26	653.87
16:48:31.294	661.44	652.28
16:48:31.314	665.26	651.86
16:48:31.334	660.16	649.99
16:48:31.354	660.16	649.58
16:48:31.375	660.16	647.72
16:48:31.394	658.87	648.47
16:48:31.415	656.29	646.82
16:48:31.434	657.59	645.66
16:48:31.454	657.59	644.92
16:48:31.474	657.59	644.17
16:48:31.494	656.29	641.96
16:48:31.514	657.59	640.93
16:48:31.534	652.40	641.18
16:48:31.555	657.59	640.84
16:48:31.574	652.40	638.86
16:48:31.595	651.09	637.54
16:48:31.614	649.78	637.83
16:48:31.634	647.15	636.82
16:48:31.654	644.51	635.68
16:48:31.674	645.83	633.55
16:48:31.694	645.83	634.10
16:48:31.714	647.15	632.52
16:48:31.735	641.84	631.85
16:48:31.754	645.83	631.16
16:48:31.774	640.51	630.01
16:48:31.794	639.17	628.03
16:48:31.814	641.84	626.99
16:48:31.834	643.18	627.21
16:48:31.854	639.17	626.09
16:48:31.875	640.51	625.71
16:48:31.894	636.47	625.14
16:48:31.915	639.17	623.73
16:48:31.934	633.76	623.36
16:48:31.954	635.12	621.35
16:48:31.974	632.40	621.61
16:48:31.994	628.29	619.57
16:48:32.014	631.04	618.94
16:48:32.034	629.67	617.62
16:48:32.055	631.04	616.96
16:48:32.074	626.91	616.08
16:48:32.095	632.40	614.91
16:48:32.114	625.53	613.94
16:48:32.134	622.75	613.50
16:48:32.154	622.75	611.50
16:48:32.174	622.75	611.27
16:48:32.194	622.75	609.56
16:48:32.214	621.35	609.17
16:48:32.235	625.53	610.50
16:48:32.254	619.95	608.54
16:48:32.274	626.91	608.35
16:48:32.294	622.75	605.52
16:48:32.314	614.30	605.46
16:48:32.334	618.55	605.58
16:48:32.354	614.30	604.50
16:48:32.375	612.88	603.08
16:48:32.394	615.72	603.22
16:48:32.415	618.55	602.16
16:48:32.434	611.45	600.33
16:48:32.454	608.57	600.06
16:48:32.474	615.72	599.58
16:48:32.494	612.88	599.06
16:48:32.514	612.88	597.83
16:48:32.534	607.13	598.07
16:48:32.555	610.01	595.87
16:48:32.574	611.45	596.29
16:48:32.595	607.13	593.55
16:48:32.614	602.76	592.66
16:48:32.634	602.76	592.34
16:48:32.654	607.13	592.09
16:48:32.674	607.13	590.59
16:48:32.694	601.29	588.98
16:48:32.714	602.76	589.14
16:48:32.735	599.82	587.94
16:48:32.754	601.29	588.94
16:48:32.774	602.76	587.18
16:48:32.794	599.82	585.85
16:48:32.814	596.86	583.92
16:48:32.834	598.34	584.08
16:48:32.854	605.68	583.82
16:48:32.875	593.88	582.11
16:48:32.894	593.88	582.15
16:48:32.915	593.88	580.02
16:48:32.934	592.38	580.89
16:48:32.954	595.37	578.56
16:48:32.974	589.36	578.42
16:48:32.994	587.85	576.77
16:48:33.014	586.32	576.27
16:48:33.034	590.87	574.79
16:48:33.055	587.85	575.76
16:48:33.074	584.79	573.62
16:48:33.095	584.79	573.21
16:48:33.114	586.32	571.12
16:48:33.134	584.79	572.43
16:48:33.154	581.71	570.04
16:48:33.174	583.26	568.14
16:48:33.194	580.17	567.98
16:48:33.214	584.79	567.28
16:48:33.235	580.17	566.56
16:48:33.254	580.17	565.87
16:48:33.274	575.48	564.95
16:48:33.294	578.61	564.65
16:48:33.314	577.05	564.92
16:48:33.334	575.48	563.23
16:48:33.354	575.48	563.15
16:48:33.375	578.61	562.06
16:48:33.394	577.05	560.58
16:48:33.415	573.91	561.45
16:48:33.434	567.54	560.04
16:48:33.454	570.74	558.43
16:48:33.474	569.14	557.24
16:48:33.494	565.93	556.54
16:48:33.514	569.14	555.79
16:48:33.534	575.48	557.13
16:48:33.555	565.93	551.81
16:48:33.574	562.69	553.62
16:48:33.595	564.31	553.13
16:48:33.614	565.93	552.11
16:48:33.634	564.31	552.09
16:48:33.654	565.93	552.19
16:48:33.674	559.42	549.73
16:48:33.694	562.69	551.37
16:48:33.714	561.05	547.74
16:48:33.735	559.42	547.73
16:48:33.754	562.69	546.26
16:48:33.774	559.42	545.42
16:48:33.794	557.77	545.63
16:48:33.814	557.77	545.14
16:48:33.834	552.78	543.44
16:48:33.854	554.45	544.57
16:48:33.875	557.77	541.00
16:48:33.894	556.11	541.54
16:48:33.915	551.10	539.00
16:48:33.934	554.45	540.04
16:48:33.954	554.45	538.41
16:48:33.974	551.10	540.42

