Trigger Time:	2021-06-10	14:55:34.897
Number of processed measurements:	3
TsLaserEnergy:	4.481216907501221

Measurement time:	2021-06-10	14:55:34.897
Rad. Pos [mm]	ne [m-3]	Te [eV]	dne [m-3]	dTe [eV]
-19.742307662963867	1.250468087151041e+19	1.2935899282054466	1.2328040480217498e+18	0.1839359263890674
-18.069231033325195	2.0871347532862587e+19	1.338189491807876	1.44978263471974e+18	0.11947681340973737
-16.396154403686523	2.9513836581647024e+19	1.5251973532584604	1.6003641881175e+18	0.09952429213653621
-14.723076820373535	3.0458783262836785e+19	1.5222009534505818	1.8810016118456975e+18	0.11824783768885914
-13.050000190734863	3.5762321579879432e+19	2.0102983464523216	1.9441197640329462e+18	0.13996753092872158
-11.376922607421875	4.829381404243316e+19	2.077610685141279	2.0682828017943183e+18	0.11721234920113238
-9.703845977783203	6.694388420439756e+19	2.3208355733912533	2.5091413347999416e+18	0.11268608317470484
-8.030769348144531	1.2154430782775388e+20	2.4208370688211023	3.430068084969308e+18	0.08324588527032924
-6.357692241668701	2.506564926168388e+20	2.4301041250282154	4.262914058149167e+18	0.05560433907817326
-4.684615612030029	4.924132390512959e+20	2.655941019756552	5.746608517687542e+18	0.042517856385337616
-3.011538505554199	6.037327220594306e+20	2.9876836245280964	6.852740854730195e+18	0.05065147031052001
-1.3384615182876587	6.925036668957397e+20	3.27783710356558	7.45394501670509e+18	0.04857670144516421
0.3346153795719147	7.461881929351121e+20	3.9409815270885167	6.67600095763497e+18	0.06408215777530878
2.007692337036133	7.859600441943744e+20	4.338989908935993	6.944718850684355e+18	0.08491401932532766
3.680769205093384	7.672394249683253e+20	4.239574623549333	7.220032164232954e+18	0.07280629300148149
5.353846073150635	7.584713387063e+20	3.5815387631883477	6.354947410615075e+18	0.057191330723188535
7.026923179626465	7.190966486391765e+20	3.142100353625689	7.262585463251141e+18	0.04836350344389045
8.699999809265137	6.050639579617836e+20	2.6792206420442146	7.140846986067968e+18	0.04005697278403573
10.373077392578125	3.815740579065459e+20	2.5284396092563224	5.22538942858684e+18	0.043999930672378784
12.046154022216797	1.9193667831127553e+20	2.4016362292121447	3.548550908222636e+18	0.06276094634952055
13.719230651855469	9.097359208218624e+19	2.3346883960248563	2.5901071720461107e+18	0.0922552795331392
15.39230728149414	6.83197954632104e+19	2.132941135810115	2.3759184586646487e+18	0.08863172533897756
17.065383911132812	6.411667037347853e+19	2.1190408742134794	2.567118857810477e+18	0.11445403167201101
18.738462448120117	5.715038020416884e+19	1.6075142809692082	2.4354704823261594e+18	0.08705884739055332
20.41153907775879	5.706803557934144e+19	1.8630966963751547	2.1881666777393398e+18	0.09141717101660186
22.08461570739746	5.2544961402019774e+19	1.5760020623111746	2.3628076071371407e+18	0.09081891970601023
23.757692337036133	4.2277132483615e+19	1.2811164660326757	2.6515432088818156e+18	0.11073332038391728
25.430768966674805	3.802509671863314e+19	1.2113722350602263	2.61207046656675e+18	0.1049226020771637

Measurement time:	2021-06-10	14:55:37.897
Rad. Pos [mm]	ne [m-3]	Te [eV]	dne [m-3]	dTe [eV]
-19.742307662963867	1.460503945114393e+19	1.6029899915662404	1.2570521277049078e+18	0.2071829747288997
