Name (PREF Unit):|TargetCalTempDiffCorr (degC)|
Timestamp|Date/Time|Value
6972118141086539408|2021-06-10 12:59:14.420000|-0.277924
6972118145381506704|2021-06-10 12:59:15.420000|-0.276062
6972118149676474000|2021-06-10 12:59:16.420000|-0.277008
6972118153971441296|2021-06-10 12:59:17.420000|-0.278259
6972118158266408592|2021-06-10 12:59:18.420000|-0.276764
6972118162561375888|2021-06-10 12:59:19.420000|-0.277771
6972118166856343184|2021-06-10 12:59:20.420000|-0.277863
6972118171151310480|2021-06-10 12:59:21.420000|-0.272644
6972118175446277776|2021-06-10 12:59:22.420000|-0.284546
6972118179741245072|2021-06-10 12:59:23.420000|-0.280853
6972118184036212368|2021-06-10 12:59:24.420000|-0.277649
6972118188331179664|2021-06-10 12:59:25.420000|-0.277557
6972118192626146960|2021-06-10 12:59:26.420000|-0.2789
6972118196921114256|2021-06-10 12:59:27.420000|-0.279053
6972118201216081552|2021-06-10 12:59:28.420000|-0.276794
6972118205511048848|2021-06-10 12:59:29.420000|-0.279175
6972118209806016144|2021-06-10 12:59:30.420000|-0.277557
6972118214100983440|2021-06-10 12:59:31.420000|-0.282837
6972118218395950736|2021-06-10 12:59:32.420000|-0.273285
6972118222690918032|2021-06-10 12:59:33.420000|-0.280182
6972118226985885328|2021-06-10 12:59:34.420000|-0.274841
6972118231280852624|2021-06-10 12:59:35.420000|-0.276428
6972118235575819920|2021-06-10 12:59:36.420000|-0.276428
6972118239956686560|2021-06-10 12:59:37.440000|-0.276642
6972118244165754512|2021-06-10 12:59:38.420000|-0.275146
6972118248460721808|2021-06-10 12:59:39.420000|-0.279694
6972118252755689104|2021-06-10 12:59:40.420000|-0.279144
6972118257050656400|2021-06-10 12:59:41.420000|-0.279175
6972118261345623696|2021-06-10 12:59:42.420000|-0.275635
6972118265640590992|2021-06-10 12:59:43.420000|-0.277435
6972118269935558288|2021-06-10 12:59:44.420000|-0.277832
6972118274230525584|2021-06-10 12:59:45.420000|-0.276886
6972118278525492880|2021-06-10 12:59:46.420000|-0.277649
6972118282820460176|2021-06-10 12:59:47.420000|-0.275299
6972118287115427472|2021-06-10 12:59:48.420000|-0.2789
6972118291410394768|2021-06-10 12:59:49.420000|-0.276306
6972118295705362064|2021-06-10 12:59:50.420000|-0.276306
6972118300000329360|2021-06-10 12:59:51.420000|-0.276276
6972118304295296656|2021-06-10 12:59:52.420000|-0.276306
6972118308590263952|2021-06-10 12:59:53.420000|-0.275085
6972118312885231248|2021-06-10 12:59:54.420000|-0.277283
6972118317180198544|2021-06-10 12:59:55.420000|-0.275696
6972118321475165840|2021-06-10 12:59:56.420000|-0.274658
6972118325770133136|2021-06-10 12:59:57.420000|-0.276947
6972118330065100432|2021-06-10 12:59:58.420000|-0.277008
6972118334360067728|2021-06-10 12:59:59.420000|-0.275482
6972118338655035024|2021-06-10 13:00:00.420000|-0.278107
6972118342950002320|2021-06-10 13:00:01.420000|-0.274384
6972118347244969616|2021-06-10 13:00:02.420000|-0.276154
6972118351539936912|2021-06-10 13:00:03.420000|-0.275848
6972118355834904208|2021-06-10 13:00:04.420000|-0.278931
6972118360129871504|2021-06-10 13:00:05.420000|-0.276031
6972118364424838800|2021-06-10 13:00:06.420000|-0.275696
6972118368719806096|2021-06-10 13:00:07.420000|-0.277954
6972118373014773392|2021-06-10 13:00:08.420000|-0.278015
6972118377309740688|2021-06-10 13:00:09.420000|-0.278229
6972118381604707984|2021-06-10 13:00:10.420000|-0.275665
6972118385899675280|2021-06-10 13:00:11.420000|-0.277557
6972118390194642576|2021-06-10 13:00:12.420000|-0.279877
6972118394489609872|2021-06-10 13:00:13.420000|-0.2789
6972118398784577168|2021-06-10 13:00:14.420000|-0.276794
6972118403079544464|2021-06-10 13:00:15.420000|-0.278717
6972118407374511760|2021-06-10 13:00:16.420000|-0.278168
6972118411669479056|2021-06-10 13:00:17.420000|-0.276123
6972118415964446352|2021-06-10 13:00:18.420000|-0.278992
6972118420259413648|2021-06-10 13:00:19.420000|-0.284576
6972118424554380944|2021-06-10 13:00:20.420000|-0.276184
6972118428849348240|2021-06-10 13:00:21.420000|-0.278351
6972118433144315536|2021-06-10 13:00:22.420000|-0.285522
6972118437439282832|2021-06-10 13:00:23.420000|-0.277649
6972118441734250128|2021-06-10 13:00:24.420000|-0.275879
6972118446029217424|2021-06-10 13:00:25.420000|-0.277344
6972118450324184720|2021-06-10 13:00:26.420000|-0.281464
6972118454619152016|2021-06-10 13:00:27.420000|-0.284119
6972118458914119312|2021-06-10 13:00:28.420000|-0.278381
6972118463209086608|2021-06-10 13:00:29.420000|-0.288696
6972118467504053904|2021-06-10 13:00:30.420000|-0.284973
6972118471799021200|2021-06-10 13:00:31.420000|-0.28064
6972118476093988496|2021-06-10 13:00:32.420000|-0.282501
6972118480388955792|2021-06-10 13:00:33.420000|-0.283813
6972118484683923088|2021-06-10 13:00:34.420000|-0.285065
6972118488978890384|2021-06-10 13:00:35.420000|-0.279907
6972118493273857680|2021-06-10 13:00:36.420000|-0.280945
6972118497568824976|2021-06-10 13:00:37.420000|-0.274628
6972118501863792272|2021-06-10 13:00:38.420000|-0.278381
6972118506158759568|2021-06-10 13:00:39.420000|-0.278168
6972118510453726864|2021-06-10 13:00:40.420000|-0.279144
6972118514748694160|2021-06-10 13:00:41.420000|-0.278442
6972118519043661456|2021-06-10 13:00:42.420000|-0.278687
6972118523338628752|2021-06-10 13:00:43.420000|-0.280029
6972118527633596048|2021-06-10 13:00:44.420000|-0.278992
6972118531928563344|2021-06-10 13:00:45.420000|-0.279816
6972118536223530640|2021-06-10 13:00:46.420000|-0.276764
6972118540518497936|2021-06-10 13:00:47.420000|-0.277374
6972118544813465232|2021-06-10 13:00:48.420000|-0.277618
6972118549108432528|2021-06-10 13:00:49.420000|-0.277618
6972118553403399824|2021-06-10 13:00:50.420000|-0.278748
6972118557698367120|2021-06-10 13:00:51.420000|-0.278076
6972118561993334416|2021-06-10 13:00:52.420000|-0.276978
6972118566288301712|2021-06-10 13:00:53.420000|-0.278351
6972118570583269008|2021-06-10 13:00:54.420000|-0.278107
6972118574878236304|2021-06-10 13:00:55.420000|-0.274078
6972118579173203600|2021-06-10 13:00:56.420000|-0.277863
6972118583468170896|2021-06-10 13:00:57.420000|-0.286591
6972118587763138192|2021-06-10 13:00:58.420000|-0.27417
6972118592058105488|2021-06-10 13:00:59.420000|-0.27832
6972118596353072784|2021-06-10 13:01:00.420000|-0.277039
6972118600648040080|2021-06-10 13:01:01.420000|-0.278107
6972118604943007376|2021-06-10 13:01:02.420000|-0.278748
6972118609237974672|2021-06-10 13:01:03.420000|-0.277924
6972118613532941968|2021-06-10 13:01:04.420000|-0.281433
6972118617827909264|2021-06-10 13:01:05.420000|-0.276978
6972118622122876560|2021-06-10 13:01:06.420000|-0.276978
6972118626417843856|2021-06-10 13:01:07.420000|-0.278137
6972118630712811152|2021-06-10 13:01:08.420000|-0.279846
6972118635007778448|2021-06-10 13:01:09.420000|-0.277954
6972118639302745744|2021-06-10 13:01:10.420000|-0.279053
6972118643597713040|2021-06-10 13:01:11.420000|-0.281433
6972118647892680336|2021-06-10 13:01:12.420000|-0.279785
6972118652187647632|2021-06-10 13:01:13.420000|-0.280884
6972118656482614928|2021-06-10 13:01:14.420000|-0.279022
6972118660777582224|2021-06-10 13:01:15.420000|-0.277588
6972118665072549520|2021-06-10 13:01:16.420000|-0.277435
6972118669367516816|2021-06-10 13:01:17.420000|-0.280334
6972118673662484112|2021-06-10 13:01:18.420000|-0.279053
6972118677957451408|2021-06-10 13:01:19.420000|-0.28006
6972118682252418704|2021-06-10 13:01:20.420000|-0.27887
6972118686547386000|2021-06-10 13:01:21.420000|-0.276062
6972118690842353296|2021-06-10 13:01:22.420000|-0.280396
6972118695137320592|2021-06-10 13:01:23.420000|-0.280365
6972118699432287888|2021-06-10 13:01:24.420000|-0.279419
6972118703727255184|2021-06-10 13:01:25.420000|-0.277832
6972118708022222480|2021-06-10 13:01:26.420000|-0.278168
6972118712317189776|2021-06-10 13:01:27.420000|-0.280945
6972118716612157072|2021-06-10 13:01:28.420000|-0.281891
6972118720907124368|2021-06-10 13:01:29.420000|-0.279968
6972118725202091664|2021-06-10 13:01:30.420000|-0.278564
6972118729497058960|2021-06-10 13:01:31.420000|-0.2771
6972118733792026256|2021-06-10 13:01:32.420000|-0.276917
6972118738086993552|2021-06-10 13:01:33.420000|-0.278259
6972118742381960848|2021-06-10 13:01:34.420000|-0.277771
6972118746676928144|2021-06-10 13:01:35.420000|-0.278381
6972118750971895440|2021-06-10 13:01:36.420000|-0.27655
6972118755266862736|2021-06-10 13:01:37.420000|-0.280518
6972118759561830032|2021-06-10 13:01:38.420000|-0.278198
6972118763856797328|2021-06-10 13:01:39.420000|-0.277802
6972118768151764624|2021-06-10 13:01:40.420000|-0.278748
6972118772446731920|2021-06-10 13:01:41.420000|-0.279694
6972118776741699216|2021-06-10 13:01:42.420000|-0.280579
6972118781036666512|2021-06-10 13:01:43.420000|-0.277557
6972118785331633808|2021-06-10 13:01:44.420000|-0.280914
6972118789626601104|2021-06-10 13:01:45.420000|-0.278076
6972118793921568400|2021-06-10 13:01:46.420000|-0.277588
6972118798216535696|2021-06-10 13:01:47.420000|-0.282928
6972118802511502992|2021-06-10 13:01:48.420000|-0.276337
6972118806806470288|2021-06-10 13:01:49.420000|-0.277008
6972118811101437584|2021-06-10 13:01:50.420000|-0.27948
6972118815396404880|2021-06-10 13:01:51.420000|-0.280548
6972118819691372176|2021-06-10 13:01:52.420000|-0.280121
6972118823986339472|2021-06-10 13:01:53.420000|-0.282135
6972118828281306768|2021-06-10 13:01:54.420000|-0.279877
6972118832576274064|2021-06-10 13:01:55.420000|-0.279144
6972118836871241360|2021-06-10 13:01:56.420000|-0.280457
6972118841166208656|2021-06-10 13:01:57.420000|-0.278992
6972118845461175952|2021-06-10 13:01:58.420000|-0.281158
6972118849756143248|2021-06-10 13:01:59.420000|-0.275269
6972118854051110544|2021-06-10 13:02:00.420000|-0.279724
6972118858346077840|2021-06-10 13:02:01.420000|-0.281067
6972118862641045136|2021-06-10 13:02:02.420000|-0.280884
6972118866936012432|2021-06-10 13:02:03.420000|-0.281494
6972118871230979728|2021-06-10 13:02:04.420000|-0.282257
6972118875525947024|2021-06-10 13:02:05.420000|-0.280609
6972118879820914320|2021-06-10 13:02:06.420000|-0.280701
6972118884115881616|2021-06-10 13:02:07.420000|-0.282715
6972118888410848912|2021-06-10 13:02:08.420000|-0.279907
6972118892705816208|2021-06-10 13:02:09.420000|-0.280121
6972118897000783504|2021-06-10 13:02:10.420000|-0.280029
6972118901295750800|2021-06-10 13:02:11.420000|-0.28186
6972118905590718096|2021-06-10 13:02:12.420000|-0.283203
6972118909885685392|2021-06-10 13:02:13.420000|-0.282501
6972118914180652688|2021-06-10 13:02:14.420000|-0.28183
6972118918475619984|2021-06-10 13:02:15.420000|-0.277557
6972118922770587280|2021-06-10 13:02:16.420000|-0.27597
6972118927065554576|2021-06-10 13:02:17.420000|-0.27948
6972118931360521872|2021-06-10 13:02:18.420000|-0.280762
6972118935655489168|2021-06-10 13:02:19.420000|-0.281891
6972118939950456464|2021-06-10 13:02:20.420000|-0.279785
6972118944245423760|2021-06-10 13:02:21.420000|-0.281708
6972118948540391056|2021-06-10 13:02:22.420000|-0.282013
6972118952835358352|2021-06-10 13:02:23.420000|-0.281067
6972118957130325648|2021-06-10 13:02:24.420000|-0.282928
6972118961425292944|2021-06-10 13:02:25.420000|-0.279724
6972118965720260240|2021-06-10 13:02:26.420000|-0.28006
6972118970015227536|2021-06-10 13:02:27.420000|-0.276154
6972118974310194832|2021-06-10 13:02:28.420000|-0.278412
6972118978605162128|2021-06-10 13:02:29.420000|-0.279663
6972118982900129424|2021-06-10 13:02:30.420000|-0.281281
6972118987195096720|2021-06-10 13:02:31.420000|-0.278839
6972118991490064016|2021-06-10 13:02:32.420000|-0.281708
6972118995785031312|2021-06-10 13:02:33.420000|-0.281189
6972119000079998608|2021-06-10 13:02:34.420000|-0.279388
6972119004374965904|2021-06-10 13:02:35.420000|-0.27597
6972119008669933200|2021-06-10 13:02:36.420000|-0.279175
6972119012964900496|2021-06-10 13:02:37.420000|-0.279999
6972119017259867792|2021-06-10 13:02:38.420000|-0.278412
6972119021640734432|2021-06-10 13:02:39.440000|-0.278809
6972119025849802384|2021-06-10 13:02:40.420000|-0.2789
6972119030144769680|2021-06-10 13:02:41.420000|-0.280579
6972119034439736976|2021-06-10 13:02:42.420000|-0.278778
6972119038734704272|2021-06-10 13:02:43.420000|-0.281555
6972119043029671568|2021-06-10 13:02:44.420000|-0.278412
6972119047324638864|2021-06-10 13:02:45.420000|-0.279999
6972119051619606160|2021-06-10 13:02:46.420000|-0.280487
6972119055914573456|2021-06-10 13:02:47.420000|-0.277893
6972119060209540752|2021-06-10 13:02:48.420000|-0.279022
6972119064504508048|2021-06-10 13:02:49.420000|-0.282898
6972119068799475344|2021-06-10 13:02:50.420000|-0.280823
6972119073094442640|2021-06-10 13:02:51.420000|-0.279999
6972119077389409936|2021-06-10 13:02:52.420000|-0.278656
6972119081684377232|2021-06-10 13:02:53.420000|-0.283142
6972119085979344528|2021-06-10 13:02:54.420000|-0.280975
6972119090274311824|2021-06-10 13:02:55.420000|-0.279419
6972119094569279120|2021-06-10 13:02:56.420000|-0.280884
6972119098864246416|2021-06-10 13:02:57.420000|-0.281006
6972119103159213712|2021-06-10 13:02:58.420000|-0.279205
6972119107454181008|2021-06-10 13:02:59.420000|-0.281128
6972119111749148304|2021-06-10 13:03:00.420000|-0.279785
6972119116044115600|2021-06-10 13:03:01.420000|-0.280792
6972119120339082896|2021-06-10 13:03:02.420000|-0.28009
6972119124634050192|2021-06-10 13:03:03.420000|-0.279053
6972119128929017488|2021-06-10 13:03:04.420000|-0.27655
6972119133223984784|2021-06-10 13:03:05.420000|-0.284271
6972119137518952080|2021-06-10 13:03:06.420000|-0.283051
6972119141813919376|2021-06-10 13:03:07.420000|-0.282562
6972119146108886672|2021-06-10 13:03:08.420000|-0.282166
6972119150403853968|2021-06-10 13:03:09.420000|-0.282104
6972119154698821264|2021-06-10 13:03:10.420000|-0.28244
6972119158993788560|2021-06-10 13:03:11.420000|-0.283783
6972119163288755856|2021-06-10 13:03:12.420000|-0.280457
6972119167583723152|2021-06-10 13:03:13.420000|-0.282379
6972119171878690448|2021-06-10 13:03:14.420000|-0.282959
6972119176173657744|2021-06-10 13:03:15.420000|-0.284576
6972119180468625040|2021-06-10 13:03:16.420000|-0.280151
6972119184763592336|2021-06-10 13:03:17.420000|-0.282715
6972119189058559632|2021-06-10 13:03:18.420000|-0.280609
6972119193353526928|2021-06-10 13:03:19.420000|-0.282166
6972119197648494224|2021-06-10 13:03:20.420000|-0.281372
6972119201943461520|2021-06-10 13:03:21.420000|-0.28183
6972119206238428816|2021-06-10 13:03:22.420000|-0.280182
6972119210533396112|2021-06-10 13:03:23.420000|-0.280945
6972119214828363408|2021-06-10 13:03:24.420000|-0.282288
6972119219123330704|2021-06-10 13:03:25.420000|-0.281921
6972119223418298000|2021-06-10 13:03:26.420000|-0.280945
6972119227713265296|2021-06-10 13:03:27.420000|-0.28183
6972119232008232592|2021-06-10 13:03:28.420000|-0.279724
6972119236303199888|2021-06-10 13:03:29.420000|-0.284485
6972119240598167184|2021-06-10 13:03:30.420000|-0.280975
6972119244893134480|2021-06-10 13:03:31.420000|-0.280884
6972119249188101776|2021-06-10 13:03:32.420000|-0.280853
6972119253483069072|2021-06-10 13:03:33.420000|-0.282745
6972119257778036368|2021-06-10 13:03:34.420000|-0.283478
6972119262073003664|2021-06-10 13:03:35.420000|-0.281647
6972119266367970960|2021-06-10 13:03:36.420000|-0.28363
6972119270662938256|2021-06-10 13:03:37.420000|-0.281372
6972119274957905552|2021-06-10 13:03:38.420000|-0.277496
6972119279252872848|2021-06-10 13:03:39.420000|-0.288239
6972119283547840144|2021-06-10 13:03:40.420000|-0.27829
6972119287842807440|2021-06-10 13:03:41.420000|-0.281952
6972119292137774736|2021-06-10 13:03:42.420000|-0.282349
6972119296432742032|2021-06-10 13:03:43.420000|-0.281372
6972119300727709328|2021-06-10 13:03:44.420000|-0.281616
6972119305022676624|2021-06-10 13:03:45.420000|-0.280121
6972119309317643920|2021-06-10 13:03:46.420000|-0.281067
6972119313612611216|2021-06-10 13:03:47.420000|-0.280701
6972119317907578512|2021-06-10 13:03:48.420000|-0.280701
6972119322202545808|2021-06-10 13:03:49.420000|-0.280273
6972119326540462776|2021-06-10 13:03:50.430000|-0.282623
6972119330835430072|2021-06-10 13:03:51.430000|-0.282623
6972119335130397368|2021-06-10 13:03:52.430000|-0.278625
6972119339425364664|2021-06-10 13:03:53.430000|-0.283783
6972119343720331960|2021-06-10 13:03:54.430000|-0.282837
6972119348015299256|2021-06-10 13:03:55.430000|-0.281219
6972119352310266552|2021-06-10 13:03:56.430000|-0.281036
6972119356605233848|2021-06-10 13:03:57.430000|-0.279968
6972119360900201144|2021-06-10 13:03:58.430000|-0.281219
6972119365195168440|2021-06-10 13:03:59.430000|-0.280365
6972119369490135736|2021-06-10 13:04:00.430000|-0.280914
6972119373785103032|2021-06-10 13:04:01.430000|-0.283264
6972119378080070328|2021-06-10 13:04:02.430000|-0.281799
6972119382375037624|2021-06-10 13:04:03.430000|-0.284637
6972119386670004920|2021-06-10 13:04:04.430000|-0.282318
6972119390964972216|2021-06-10 13:04:05.430000|-0.281372
6972119395259939512|2021-06-10 13:04:06.430000|-0.282104
6972119399554906808|2021-06-10 13:04:07.430000|-0.28299
6972119403849874104|2021-06-10 13:04:08.430000|-0.278625
6972119408144841400|2021-06-10 13:04:09.430000|-0.283936
6972119412439808696|2021-06-10 13:04:10.430000|-0.283478
6972119416734775992|2021-06-10 13:04:11.430000|-0.280945
6972119421029743288|2021-06-10 13:04:12.430000|-0.283813
6972119425324710584|2021-06-10 13:04:13.430000|-0.282288
6972119429619677880|2021-06-10 13:04:14.430000|-0.281738
6972119433914645176|2021-06-10 13:04:15.430000|-0.284637
6972119438209612472|2021-06-10 13:04:16.430000|-0.280334
6972119442504579768|2021-06-10 13:04:17.430000|-0.282013
6972119446799547064|2021-06-10 13:04:18.430000|-0.281769
6972119451094514360|2021-06-10 13:04:19.430000|-0.281738
6972119455389481656|2021-06-10 13:04:20.430000|-0.281799
6972119459684448952|2021-06-10 13:04:21.430000|-0.282715
6972119463979416248|2021-06-10 13:04:22.430000|-0.284912
6972119468274383544|2021-06-10 13:04:23.430000|-0.282928
6972119472569350840|2021-06-10 13:04:24.430000|-0.282196
6972119476864318136|2021-06-10 13:04:25.430000|-0.282562
6972119481159285432|2021-06-10 13:04:26.430000|-0.283234
6972119485454252728|2021-06-10 13:04:27.430000|-0.283142
6972119489749220024|2021-06-10 13:04:28.430000|-0.282257
6972119494044187320|2021-06-10 13:04:29.430000|-0.275146
6972119498339154616|2021-06-10 13:04:30.430000|-0.284058
6972119502634121912|2021-06-10 13:04:31.430000|-0.282501
6972119506929089208|2021-06-10 13:04:32.430000|-0.282684
6972119511224056504|2021-06-10 13:04:33.430000|-0.281769
6972119515519023800|2021-06-10 13:04:34.430000|-0.283081
6972119519813991096|2021-06-10 13:04:35.430000|-0.277344
6972119524108958392|2021-06-10 13:04:36.430000|-0.283173
6972119528403925688|2021-06-10 13:04:37.430000|-0.279755
6972119532698892984|2021-06-10 13:04:38.430000|-0.281647
6972119536993860280|2021-06-10 13:04:39.430000|-0.282654
6972119541288827576|2021-06-10 13:04:40.430000|-0.282013
6972119545583794872|2021-06-10 13:04:41.430000|-0.28302
6972119549878762168|2021-06-10 13:04:42.430000|-0.281433
6972119554173729464|2021-06-10 13:04:43.430000|-0.283051
6972119558468696760|2021-06-10 13:04:44.430000|-0.283813
6972119562763664056|2021-06-10 13:04:45.430000|-0.280975
6972119567058631352|2021-06-10 13:04:46.430000|-0.283813
6972119571353598648|2021-06-10 13:04:47.430000|-0.284119
6972119575648565944|2021-06-10 13:04:48.430000|-0.284454
6972119579943533240|2021-06-10 13:04:49.430000|-0.28302
6972119584238500536|2021-06-10 13:04:50.430000|-0.282471
6972119588533467832|2021-06-10 13:04:51.430000|-0.281677
6972119592828435128|2021-06-10 13:04:52.430000|-0.281708
6972119597123402424|2021-06-10 13:04:53.430000|-0.280701
6972119601418369720|2021-06-10 13:04:54.430000|-0.281769
6972119605713337016|2021-06-10 13:04:55.430000|-0.284882
6972119610008304312|2021-06-10 13:04:56.430000|-0.281036
6972119614303271608|2021-06-10 13:04:57.430000|-0.285217
6972119618598238904|2021-06-10 13:04:58.430000|-0.284485
6972119622893206200|2021-06-10 13:04:59.430000|-0.284973
6972119627188173496|2021-06-10 13:05:00.430000|-0.282104
6972119631483140792|2021-06-10 13:05:01.430000|-0.283966
6972119635778108088|2021-06-10 13:05:02.430000|-0.284485
6972119640073075384|2021-06-10 13:05:03.430000|-0.283356
6972119644368042680|2021-06-10 13:05:04.430000|-0.28183
6972119648663009976|2021-06-10 13:05:05.430000|-0.290527
6972119652957977272|2021-06-10 13:05:06.430000|-0.281891
6972119657252944568|2021-06-10 13:05:07.430000|-0.283081
6972119661547911864|2021-06-10 13:05:08.430000|-0.283905
6972119665842879160|2021-06-10 13:05:09.430000|-0.283508
6972119670137846456|2021-06-10 13:05:10.430000|-0.284058
6972119674432813752|2021-06-10 13:05:11.430000|-0.284851
6972119678727781048|2021-06-10 13:05:12.430000|-0.284363
6972119683022748344|2021-06-10 13:05:13.430000|-0.285309
6972119687317715640|2021-06-10 13:05:14.430000|-0.281921
6972119691612682936|2021-06-10 13:05:15.430000|-0.283081
6972119695907650232|2021-06-10 13:05:16.430000|-0.284393
6972119700202617528|2021-06-10 13:05:17.430000|-0.284424
6972119704497584824|2021-06-10 13:05:18.430000|-0.283447
6972119708792552120|2021-06-10 13:05:19.430000|-0.286499
6972119713087519416|2021-06-10 13:05:20.430000|-0.285034
6972119717382486712|2021-06-10 13:05:21.430000|-0.284668
6972119721677454008|2021-06-10 13:05:22.430000|-0.283936
6972119725972421304|2021-06-10 13:05:23.430000|-0.286316
6972119730267388600|2021-06-10 13:05:24.430000|-0.283661
6972119734562355896|2021-06-10 13:05:25.430000|-0.27887
6972119738857323192|2021-06-10 13:05:26.430000|-0.28598
6972119743152290488|2021-06-10 13:05:27.430000|-0.281738
6972119747447257784|2021-06-10 13:05:28.430000|-0.281677
6972119751742225080|2021-06-10 13:05:29.430000|-0.282654
6972119756037192376|2021-06-10 13:05:30.430000|-0.283264
6972119760332159672|2021-06-10 13:05:31.430000|-0.284271
6972119764627126968|2021-06-10 13:05:32.430000|-0.281982
6972119768922094264|2021-06-10 13:05:33.430000|-0.284302
6972119773217061560|2021-06-10 13:05:34.430000|-0.281372
6972119777512028856|2021-06-10 13:05:35.430000|-0.286987
6972119781806996152|2021-06-10 13:05:36.430000|-0.284698
6972119786101963448|2021-06-10 13:05:37.430000|-0.283752
6972119790396930744|2021-06-10 13:05:38.430000|-0.284119
6972119794691898040|2021-06-10 13:05:39.430000|-0.285339
6972119798986865336|2021-06-10 13:05:40.430000|-0.284637
6972119803281832632|2021-06-10 13:05:41.430000|-0.283508
6972119807576799928|2021-06-10 13:05:42.430000|-0.285828
6972119811871767224|2021-06-10 13:05:43.430000|-0.278198
6972119816166734520|2021-06-10 13:05:44.430000|-0.28421
6972119820461701816|2021-06-10 13:05:45.430000|-0.285004
6972119824756669112|2021-06-10 13:05:46.430000|-0.284821
6972119829051636408|2021-06-10 13:05:47.430000|-0.284302
6972119833346603704|2021-06-10 13:05:48.430000|-0.285187
6972119837641571000|2021-06-10 13:05:49.430000|-0.285309
6972119841936538296|2021-06-10 13:05:50.430000|-0.280365
6972119846231505592|2021-06-10 13:05:51.430000|-0.287994
6972119850526472888|2021-06-10 13:05:52.430000|-0.284485
6972119854821440184|2021-06-10 13:05:53.430000|-0.284576
6972119859116407480|2021-06-10 13:05:54.430000|-0.283478
6972119863411374776|2021-06-10 13:05:55.430000|-0.282928
6972119867706342072|2021-06-10 13:05:56.430000|-0.284943
6972119872001309368|2021-06-10 13:05:57.430000|-0.284149
6972119876296276664|2021-06-10 13:05:58.430000|-0.284241
6972119880591243960|2021-06-10 13:05:59.430000|-0.286926
6972119884886211256|2021-06-10 13:06:00.430000|-0.28186
6972119889181178552|2021-06-10 13:06:01.430000|-0.283691
6972119893476145848|2021-06-10 13:06:02.430000|-0.2836
6972119897771113144|2021-06-10 13:06:03.430000|-0.283661
6972119902066080440|2021-06-10 13:06:04.430000|-0.282928
6972119906361047736|2021-06-10 13:06:05.430000|-0.284149
6972119910656015032|2021-06-10 13:06:06.430000|-0.28418
6972119914950982328|2021-06-10 13:06:07.430000|-0.283478
6972119919245949624|2021-06-10 13:06:08.430000|-0.291321
6972119923540916920|2021-06-10 13:06:09.430000|-0.279633
6972119927835884216|2021-06-10 13:06:10.430000|-0.28302
6972119932130851512|2021-06-10 13:06:11.430000|-0.284851
6972119936425818808|2021-06-10 13:06:12.430000|-0.282684
6972119940720786104|2021-06-10 13:06:13.430000|-0.284119
6972119945015753400|2021-06-10 13:06:14.430000|-0.284363
6972119949310720696|2021-06-10 13:06:15.430000|-0.282257
6972119953605687992|2021-06-10 13:06:16.430000|-0.280975
6972119957900655288|2021-06-10 13:06:17.430000|-0.282379
6972119962195622584|2021-06-10 13:06:18.430000|-0.286194
6972119966490589880|2021-06-10 13:06:19.430000|-0.2836
6972119970785557176|2021-06-10 13:06:20.430000|-0.285553
6972119975080524472|2021-06-10 13:06:21.430000|-0.283722
6972119979375491768|2021-06-10 13:06:22.430000|-0.283417
6972119983670459064|2021-06-10 13:06:23.430000|-0.28537
6972119987965426360|2021-06-10 13:06:24.430000|-0.284546
6972119992260393656|2021-06-10 13:06:25.430000|-0.285248
6972119996555360952|2021-06-10 13:06:26.430000|-0.289001
6972120000850328248|2021-06-10 13:06:27.430000|-0.287079
6972120005145295544|2021-06-10 13:06:28.430000|-0.284637
6972120009440262840|2021-06-10 13:06:29.430000|-0.284027
6972120013735230136|2021-06-10 13:06:30.430000|-0.283997
6972120018030197432|2021-06-10 13:06:31.430000|-0.285034
6972120022325164728|2021-06-10 13:06:32.430000|-0.283051
6972120026620132024|2021-06-10 13:06:33.430000|-0.288879
6972120030915099320|2021-06-10 13:06:34.430000|-0.287018
6972120035210066616|2021-06-10 13:06:35.430000|-0.287354
6972120039505033912|2021-06-10 13:06:36.430000|-0.286621
6972120043800001208|2021-06-10 13:06:37.430000|-0.285309
6972120048094968504|2021-06-10 13:06:38.430000|-0.285522
6972120052389935800|2021-06-10 13:06:39.430000|-0.286072
6972120056684903096|2021-06-10 13:06:40.430000|-0.284332
6972120060979870392|2021-06-10 13:06:41.430000|-0.278931
6972120065274837688|2021-06-10 13:06:42.430000|-0.290985
6972120069569804984|2021-06-10 13:06:43.430000|-0.285706
6972120073864772280|2021-06-10 13:06:44.430000|-0.285278
6972120078159739576|2021-06-10 13:06:45.430000|-0.285614
6972120082454706872|2021-06-10 13:06:46.430000|-0.286621
6972120086749674168|2021-06-10 13:06:47.430000|-0.286255
6972120091044641464|2021-06-10 13:06:48.430000|-0.284668
6972120095339608760|2021-06-10 13:06:49.430000|-0.285004
6972120099634576056|2021-06-10 13:06:50.430000|-0.284943
6972120103929543352|2021-06-10 13:06:51.430000|-0.282776
6972120108224510648|2021-06-10 13:06:52.430000|-0.28421
6972120112519477944|2021-06-10 13:06:53.430000|-0.286591
6972120116814445240|2021-06-10 13:06:54.430000|-0.283997
6972120121109412536|2021-06-10 13:06:55.430000|-0.283813
6972120125404379832|2021-06-10 13:06:56.430000|-0.285645
6972120129699347128|2021-06-10 13:06:57.430000|-0.283447
6972120133994314424|2021-06-10 13:06:58.430000|-0.283844
