Name (PREF Unit):|TargetCalTempDiffCorr (degC)|
Timestamp|Date/Time|Value
6972097484484278920|2021-06-10 11:39:04.930000|-0.186401
6972097488779246216|2021-06-10 11:39:05.930000|-0.185638
6972097493074213512|2021-06-10 11:39:06.930000|-0.184235
6972097497369180808|2021-06-10 11:39:07.930000|-0.192108
6972097501664148104|2021-06-10 11:39:08.930000|-0.188446
6972097505959115400|2021-06-10 11:39:09.930000|-0.190674
6972097510254082696|2021-06-10 11:39:10.930000|-0.185486
6972097514549049992|2021-06-10 11:39:11.930000|-0.186829
6972097518844017288|2021-06-10 11:39:12.930000|-0.187012
6972097523138984584|2021-06-10 11:39:13.930000|-0.186432
6972097527433951880|2021-06-10 11:39:14.930000|-0.188446
6972097531728919176|2021-06-10 11:39:15.930000|-0.18692
6972097536023886472|2021-06-10 11:39:16.930000|-0.187469
6972097540318853768|2021-06-10 11:39:17.930000|-0.187958
6972097544613821064|2021-06-10 11:39:18.930000|-0.187408
6972097548908788360|2021-06-10 11:39:19.930000|-0.187531
6972097553203755656|2021-06-10 11:39:20.930000|-0.186371
6972097557498722952|2021-06-10 11:39:21.930000|-0.188049
6972097561793690248|2021-06-10 11:39:22.930000|-0.187531
6972097566088657544|2021-06-10 11:39:23.930000|-0.188782
6972097570383624840|2021-06-10 11:39:24.930000|-0.185577
6972097574678592136|2021-06-10 11:39:25.930000|-0.187653
6972097578973559432|2021-06-10 11:39:26.930000|-0.188477
6972097583268526728|2021-06-10 11:39:27.930000|-0.187531
6972097587563494024|2021-06-10 11:39:28.930000|-0.188049
6972097591858461320|2021-06-10 11:39:29.930000|-0.189758
6972097596153428616|2021-06-10 11:39:30.930000|-0.187317
6972097600448395912|2021-06-10 11:39:31.930000|-0.190857
6972097604743363208|2021-06-10 11:39:32.930000|-0.187195
6972097609038330504|2021-06-10 11:39:33.930000|-0.185699
6972097613333297800|2021-06-10 11:39:34.930000|-0.188019
6972097617628265096|2021-06-10 11:39:35.930000|-0.189423
6972097621923232392|2021-06-10 11:39:36.930000|-0.182098
6972097626218199688|2021-06-10 11:39:37.930000|-0.188171
6972097630513166984|2021-06-10 11:39:38.930000|-0.188995
6972097634808134280|2021-06-10 11:39:39.930000|-0.187317
6972097639103101576|2021-06-10 11:39:40.930000|-0.181732
6972097643398068872|2021-06-10 11:39:41.930000|-0.18692
6972097647693036168|2021-06-10 11:39:42.930000|-0.194153
6972097651988003464|2021-06-10 11:39:43.930000|-0.190521
6972097656282970760|2021-06-10 11:39:44.930000|-0.188965
6972097660577938056|2021-06-10 11:39:45.930000|-0.189606
6972097664872905352|2021-06-10 11:39:46.930000|-0.190674
6972097669167872648|2021-06-10 11:39:47.930000|-0.191711
6972097673462839944|2021-06-10 11:39:48.930000|-0.190063
6972097677757807240|2021-06-10 11:39:49.930000|-0.182983
6972097682052774536|2021-06-10 11:39:50.930000|-0.195068
6972097686347741832|2021-06-10 11:39:51.930000|-0.188202
6972097690642709128|2021-06-10 11:39:52.930000|-0.187531
6972097694937676424|2021-06-10 11:39:53.930000|-0.190948
6972097699232643720|2021-06-10 11:39:54.930000|-0.189117
6972097703527611016|2021-06-10 11:39:55.930000|-0.191437
6972097707822578312|2021-06-10 11:39:56.930000|-0.189362
6972097712117545608|2021-06-10 11:39:57.930000|-0.193329
6972097716412512904|2021-06-10 11:39:58.930000|-0.19223
6972097720707480200|2021-06-10 11:39:59.930000|-0.188477
6972097725002447496|2021-06-10 11:40:00.930000|-0.193512
6972097729297414792|2021-06-10 11:40:01.930000|-0.190399
6972097733592382088|2021-06-10 11:40:02.930000|-0.189575
6972097737887349384|2021-06-10 11:40:03.930000|-0.18811
6972097742182316680|2021-06-10 11:40:04.930000|-0.187286
6972097746477283976|2021-06-10 11:40:05.930000|-0.187897
6972097750772251272|2021-06-10 11:40:06.930000|-0.191193
6972097755067218568|2021-06-10 11:40:07.930000|-0.190369
6972097759362185864|2021-06-10 11:40:08.930000|-0.188019
6972097763657153160|2021-06-10 11:40:09.930000|-0.19104
6972097767952120456|2021-06-10 11:40:10.930000|-0.187531
6972097772247087752|2021-06-10 11:40:11.930000|-0.186523
6972097776542055048|2021-06-10 11:40:12.930000|-0.188873
6972097780837022344|2021-06-10 11:40:13.930000|-0.19162
6972097785131989640|2021-06-10 11:40:14.930000|-0.196167
6972097789426956936|2021-06-10 11:40:15.930000|-0.196075
6972097793721924232|2021-06-10 11:40:16.930000|-0.188568
6972097798016891528|2021-06-10 11:40:17.930000|-0.18811
6972097802311858824|2021-06-10 11:40:18.930000|-0.186707
6972097806606826120|2021-06-10 11:40:19.930000|-0.188385
6972097810901793416|2021-06-10 11:40:20.930000|-0.188293
6972097815196760712|2021-06-10 11:40:21.930000|-0.188873
6972097819491728008|2021-06-10 11:40:22.930000|-0.18866
6972097823786695304|2021-06-10 11:40:23.930000|-0.189575
6972097828081662600|2021-06-10 11:40:24.930000|-0.1875
6972097832376629896|2021-06-10 11:40:25.930000|-0.19397
6972097836671597192|2021-06-10 11:40:26.930000|-0.19873
6972097840966564488|2021-06-10 11:40:27.930000|-0.206696
6972097845261531784|2021-06-10 11:40:28.930000|-0.189087
6972097849556499080|2021-06-10 11:40:29.930000|-0.187317
6972097853851466376|2021-06-10 11:40:30.930000|-0.189728
6972097858146433672|2021-06-10 11:40:31.930000|-0.192444
6972097862441400968|2021-06-10 11:40:32.930000|-0.193634
6972097866736368264|2021-06-10 11:40:33.930000|-0.192871
6972097871031335560|2021-06-10 11:40:34.930000|-0.193268
6972097875326302856|2021-06-10 11:40:35.930000|-0.190247
6972097879621270152|2021-06-10 11:40:36.930000|-0.190704
6972097883916237448|2021-06-10 11:40:37.930000|-0.19101
6972097888211204744|2021-06-10 11:40:38.930000|-0.192932
6972097892506172040|2021-06-10 11:40:39.930000|-0.194519
6972097896801139336|2021-06-10 11:40:40.930000|-0.188843
6972097901096106632|2021-06-10 11:40:41.930000|-0.190948
6972097905391073928|2021-06-10 11:40:42.930000|-0.190277
6972097909686041224|2021-06-10 11:40:43.930000|-0.190704
6972097913981008520|2021-06-10 11:40:44.930000|-0.192047
6972097918275975816|2021-06-10 11:40:45.930000|-0.190796
6972097922570943112|2021-06-10 11:40:46.930000|-0.190613
6972097926865910408|2021-06-10 11:40:47.930000|-0.18924
6972097931160877704|2021-06-10 11:40:48.930000|-0.191254
6972097935455845000|2021-06-10 11:40:49.930000|-0.18866
6972097939750812296|2021-06-10 11:40:50.930000|-0.190094
6972097944045779592|2021-06-10 11:40:51.930000|-0.189209
6972097948340746888|2021-06-10 11:40:52.930000|-0.190765
6972097952635714184|2021-06-10 11:40:53.930000|-0.188812
6972097956930681480|2021-06-10 11:40:54.930000|-0.190643
6972097961225648776|2021-06-10 11:40:55.930000|-0.188843
6972097965520616072|2021-06-10 11:40:56.930000|-0.186646
6972097969815583368|2021-06-10 11:40:57.930000|-0.190979
6972097974110550664|2021-06-10 11:40:58.930000|-0.187805
6972097978405517960|2021-06-10 11:40:59.930000|-0.190643
6972097982700485256|2021-06-10 11:41:00.930000|-0.182556
6972097987038402224|2021-06-10 11:41:01.940000|-0.187347
6972097991333369520|2021-06-10 11:41:02.940000|-0.188873
6972097995628336816|2021-06-10 11:41:03.940000|-0.189178
6972097999923304112|2021-06-10 11:41:04.940000|-0.188202
6972098004218271408|2021-06-10 11:41:05.940000|-0.188293
6972098008513238704|2021-06-10 11:41:06.940000|-0.186584
6972098012808206000|2021-06-10 11:41:07.940000|-0.187958
6972098017103173296|2021-06-10 11:41:08.940000|-0.186584
6972098021398140592|2021-06-10 11:41:09.940000|-0.187042
6972098025693107888|2021-06-10 11:41:10.940000|-0.188934
6972098029988075184|2021-06-10 11:41:11.940000|-0.188477
6972098034283042480|2021-06-10 11:41:12.940000|-0.188049
6972098038578009776|2021-06-10 11:41:13.940000|-0.183014
6972098042872977072|2021-06-10 11:41:14.940000|-0.187347
6972098047167944368|2021-06-10 11:41:15.940000|-0.186951
6972098051462911664|2021-06-10 11:41:16.940000|-0.187622
6972098055757878960|2021-06-10 11:41:17.940000|-0.186493
6972098060052846256|2021-06-10 11:41:18.940000|-0.187531
6972098064347813552|2021-06-10 11:41:19.940000|-0.188934
6972098068642780848|2021-06-10 11:41:20.940000|-0.186951
6972098072937748144|2021-06-10 11:41:21.940000|-0.184998
6972098077232715440|2021-06-10 11:41:22.940000|-0.190704
6972098081527682736|2021-06-10 11:41:23.940000|-0.18808
6972098085822650032|2021-06-10 11:41:24.940000|-0.186768
6972098090117617328|2021-06-10 11:41:25.940000|-0.188385
6972098094412584624|2021-06-10 11:41:26.940000|-0.188904
6972098098707551920|2021-06-10 11:41:27.940000|-0.18631
6972098103002519216|2021-06-10 11:41:28.940000|-0.186218
6972098107297486512|2021-06-10 11:41:29.940000|-0.187439
6972098111592453808|2021-06-10 11:41:30.940000|-0.188324
6972098115887421104|2021-06-10 11:41:31.940000|-0.186371
6972098120182388400|2021-06-10 11:41:32.940000|-0.186554
6972098124477355696|2021-06-10 11:41:33.940000|-0.190399
6972098128772322992|2021-06-10 11:41:34.940000|-0.188599
6972098133067290288|2021-06-10 11:41:35.940000|-0.188141
6972098137362257584|2021-06-10 11:41:36.940000|-0.186859
6972098141657224880|2021-06-10 11:41:37.940000|-0.187592
6972098145952192176|2021-06-10 11:41:38.940000|-0.184845
6972098150247159472|2021-06-10 11:41:39.940000|-0.182617
6972098154542126768|2021-06-10 11:41:40.940000|-0.188019
6972098158837094064|2021-06-10 11:41:41.940000|-0.187439
6972098163132061360|2021-06-10 11:41:42.940000|-0.189697
6972098167427028656|2021-06-10 11:41:43.940000|-0.188843
6972098171721995952|2021-06-10 11:41:44.940000|-0.187225
6972098176016963248|2021-06-10 11:41:45.940000|-0.184326
6972098180311930544|2021-06-10 11:41:46.940000|-0.187225
6972098184606897840|2021-06-10 11:41:47.940000|-0.184113
6972098188901865136|2021-06-10 11:41:48.940000|-0.187683
6972098193196832432|2021-06-10 11:41:49.940000|-0.18689
6972098197491799728|2021-06-10 11:41:50.940000|-0.186401
6972098201786767024|2021-06-10 11:41:51.940000|-0.186707
6972098206081734320|2021-06-10 11:41:52.940000|-0.185577
6972098210376701616|2021-06-10 11:41:53.940000|-0.185455
6972098214671668912|2021-06-10 11:41:54.940000|-0.186066
6972098218966636208|2021-06-10 11:41:55.940000|-0.185272
6972098223261603504|2021-06-10 11:41:56.940000|-0.185638
6972098227556570800|2021-06-10 11:41:57.940000|-0.18689
6972098231851538096|2021-06-10 11:41:58.940000|-0.185669
6972098236146505392|2021-06-10 11:41:59.940000|-0.186462
6972098240441472688|2021-06-10 11:42:00.940000|-0.185028
6972098244736439984|2021-06-10 11:42:01.940000|-0.184784
6972098249031407280|2021-06-10 11:42:02.940000|-0.186676
6972098253326374576|2021-06-10 11:42:03.940000|-0.189026
6972098257621341872|2021-06-10 11:42:04.940000|-0.185333
6972098261916309168|2021-06-10 11:42:05.940000|-0.183441
6972098266211276464|2021-06-10 11:42:06.940000|-0.186615
6972098270506243760|2021-06-10 11:42:07.940000|-0.186401
6972098274801211056|2021-06-10 11:42:08.940000|-0.188171
6972098279096178352|2021-06-10 11:42:09.940000|-0.186951
6972098283391145648|2021-06-10 11:42:10.940000|-0.186707
6972098287686112944|2021-06-10 11:42:11.940000|-0.187561
6972098291981080240|2021-06-10 11:42:12.940000|-0.188812
6972098296276047536|2021-06-10 11:42:13.940000|-0.189484
6972098300571014832|2021-06-10 11:42:14.940000|-0.186127
6972098304865982128|2021-06-10 11:42:15.940000|-0.184845
6972098309160949424|2021-06-10 11:42:16.940000|-0.189606
6972098313455916720|2021-06-10 11:42:17.940000|-0.190186
6972098317750884016|2021-06-10 11:42:18.940000|-0.187439
6972098322045851312|2021-06-10 11:42:19.940000|-0.187164
6972098326340818608|2021-06-10 11:42:20.940000|-0.191833
6972098330635785904|2021-06-10 11:42:21.940000|-0.186066
6972098334930753200|2021-06-10 11:42:22.940000|-0.191132
6972098339225720496|2021-06-10 11:42:23.940000|-0.190674
6972098343520687792|2021-06-10 11:42:24.940000|-0.190277
6972098347815655088|2021-06-10 11:42:25.940000|-0.193878
6972098352110622384|2021-06-10 11:42:26.940000|-0.191101
6972098356405589680|2021-06-10 11:42:27.940000|-0.19046
6972098360700556976|2021-06-10 11:42:28.940000|-0.191772
6972098364995524272|2021-06-10 11:42:29.940000|-0.191101
6972098369290491568|2021-06-10 11:42:30.940000|-0.194641
6972098373585458864|2021-06-10 11:42:31.940000|-0.191742
6972098377880426160|2021-06-10 11:42:32.940000|-0.191956
6972098382175393456|2021-06-10 11:42:33.940000|-0.191223
6972098386470360752|2021-06-10 11:42:34.940000|-0.191345
6972098390765328048|2021-06-10 11:42:35.940000|-0.186646
6972098395060295344|2021-06-10 11:42:36.940000|-0.19574
6972098399355262640|2021-06-10 11:42:37.940000|-0.193146
6972098403650229936|2021-06-10 11:42:38.940000|-0.189819
6972098407945197232|2021-06-10 11:42:39.940000|-0.188354
6972098412240164528|2021-06-10 11:42:40.940000|-0.18808
6972098416535131824|2021-06-10 11:42:41.940000|-0.189514
6972098420830099120|2021-06-10 11:42:42.940000|-0.188599
6972098425125066416|2021-06-10 11:42:43.940000|-0.188843
6972098429420033712|2021-06-10 11:42:44.940000|-0.189056
6972098433715001008|2021-06-10 11:42:45.940000|-0.189148
6972098438009968304|2021-06-10 11:42:46.940000|-0.188873
6972098442304935600|2021-06-10 11:42:47.940000|-0.189575
6972098446599902896|2021-06-10 11:42:48.940000|-0.188568
6972098450894870192|2021-06-10 11:42:49.940000|-0.189819
6972098455189837488|2021-06-10 11:42:50.940000|-0.187775
6972098459484804784|2021-06-10 11:42:51.940000|-0.187347
6972098463779772080|2021-06-10 11:42:52.940000|-0.190491
6972098468074739376|2021-06-10 11:42:53.940000|-0.189514
6972098472369706672|2021-06-10 11:42:54.940000|-0.190704
6972098476664673968|2021-06-10 11:42:55.940000|-0.189606
6972098480959641264|2021-06-10 11:42:56.940000|-0.187775
6972098485254608560|2021-06-10 11:42:57.940000|-0.189606
6972098489549575856|2021-06-10 11:42:58.940000|-0.192444
6972098493844543152|2021-06-10 11:42:59.940000|-0.189087
6972098498139510448|2021-06-10 11:43:00.940000|-0.187927
6972098502434477744|2021-06-10 11:43:01.940000|-0.188599
6972098506729445040|2021-06-10 11:43:02.940000|-0.191589
6972098511024412336|2021-06-10 11:43:03.940000|-0.19342
6972098515319379632|2021-06-10 11:43:04.940000|-0.187286
6972098519614346928|2021-06-10 11:43:05.940000|-0.18866
6972098523909314224|2021-06-10 11:43:06.940000|-0.187256
6972098528204281520|2021-06-10 11:43:07.940000|-0.189667
6972098532499248816|2021-06-10 11:43:08.940000|-0.193146
6972098536794216112|2021-06-10 11:43:09.940000|-0.184509
6972098541089183408|2021-06-10 11:43:10.940000|-0.191528
6972098545384150704|2021-06-10 11:43:11.940000|-0.186432
6972098549679118000|2021-06-10 11:43:12.940000|-0.192993
6972098553974085296|2021-06-10 11:43:13.940000|-0.187561
6972098558269052592|2021-06-10 11:43:14.940000|-0.191193
6972098562564019888|2021-06-10 11:43:15.940000|-0.190857
6972098566858987184|2021-06-10 11:43:16.940000|-0.190765
6972098571153954480|2021-06-10 11:43:17.940000|-0.19104
6972098575448921776|2021-06-10 11:43:18.940000|-0.190216
6972098579743889072|2021-06-10 11:43:19.940000|-0.189606
6972098584038856368|2021-06-10 11:43:20.940000|-0.189178
6972098588333823664|2021-06-10 11:43:21.940000|-0.187439
6972098592628790960|2021-06-10 11:43:22.940000|-0.187317
6972098596923758256|2021-06-10 11:43:23.940000|-0.188538
6972098601218725552|2021-06-10 11:43:24.940000|-0.194946
6972098605513692848|2021-06-10 11:43:25.940000|-0.18222
6972098609808660144|2021-06-10 11:43:26.940000|-0.188812
6972098614103627440|2021-06-10 11:43:27.940000|-0.189026
6972098618398594736|2021-06-10 11:43:28.940000|-0.189362
6972098622693562032|2021-06-10 11:43:29.940000|-0.189636
6972098626988529328|2021-06-10 11:43:30.940000|-0.18808
6972098631283496624|2021-06-10 11:43:31.940000|-0.189636
6972098635578463920|2021-06-10 11:43:32.940000|-0.187347
6972098639873431216|2021-06-10 11:43:33.940000|-0.18927
6972098644168398512|2021-06-10 11:43:34.940000|-0.188019
6972098648463365808|2021-06-10 11:43:35.940000|-0.187836
6972098652758333104|2021-06-10 11:43:36.940000|-0.189575
6972098657053300400|2021-06-10 11:43:37.940000|-0.190765
6972098661348267696|2021-06-10 11:43:38.940000|-0.184387
6972098665643234992|2021-06-10 11:43:39.940000|-0.190704
6972098669938202288|2021-06-10 11:43:40.940000|-0.191101
6972098674233169584|2021-06-10 11:43:41.940000|-0.190399
6972098678528136880|2021-06-10 11:43:42.940000|-0.190094
6972098682823104176|2021-06-10 11:43:43.940000|-0.18985
6972098687118071472|2021-06-10 11:43:44.940000|-0.191132
6972098691413038768|2021-06-10 11:43:45.940000|-0.192322
6972098695708006064|2021-06-10 11:43:46.940000|-0.190704
6972098700002973360|2021-06-10 11:43:47.940000|-0.191498
6972098704297940656|2021-06-10 11:43:48.940000|-0.192322
6972098708592907952|2021-06-10 11:43:49.940000|-0.190857
6972098712887875248|2021-06-10 11:43:50.940000|-0.191406
6972098717182842544|2021-06-10 11:43:51.940000|-0.191223
6972098721477809840|2021-06-10 11:43:52.940000|-0.192474
6972098725772777136|2021-06-10 11:43:53.940000|-0.190674
6972098730067744432|2021-06-10 11:43:54.940000|-0.190765
6972098734362711728|2021-06-10 11:43:55.940000|-0.191742
6972098738657679024|2021-06-10 11:43:56.940000|-0.191864
6972098742952646320|2021-06-10 11:43:57.940000|-0.192505
6972098747247613616|2021-06-10 11:43:58.940000|-0.193726
6972098751542580912|2021-06-10 11:43:59.940000|-0.187622
6972098755837548208|2021-06-10 11:44:00.940000|-0.191071
6972098760132515504|2021-06-10 11:44:01.940000|-0.191528
6972098764427482800|2021-06-10 11:44:02.940000|-0.192627
6972098768722450096|2021-06-10 11:44:03.940000|-0.189911
6972098773017417392|2021-06-10 11:44:04.940000|-0.18985
6972098777312384688|2021-06-10 11:44:05.940000|-0.189636
6972098781607351984|2021-06-10 11:44:06.940000|-0.189789
6972098785902319280|2021-06-10 11:44:07.940000|-0.192108
6972098790197286576|2021-06-10 11:44:08.940000|-0.193329
6972098794492253872|2021-06-10 11:44:09.940000|-0.191345
6972098798787221168|2021-06-10 11:44:10.940000|-0.19043
6972098803082188464|2021-06-10 11:44:11.940000|-0.19162
6972098807377155760|2021-06-10 11:44:12.940000|-0.189728
6972098811672123056|2021-06-10 11:44:13.940000|-0.192352
6972098815967090352|2021-06-10 11:44:14.940000|-0.18689
6972098820262057648|2021-06-10 11:44:15.940000|-0.185699
6972098824557024944|2021-06-10 11:44:16.940000|-0.184967
6972098828851992240|2021-06-10 11:44:17.940000|-0.182281
6972098833146959536|2021-06-10 11:44:18.940000|-0.178772
6972098837441926832|2021-06-10 11:44:19.940000|-0.174957
6972098841736894128|2021-06-10 11:44:20.940000|-0.173523
6972098846031861424|2021-06-10 11:44:21.940000|-0.16922
6972098850326828720|2021-06-10 11:44:22.940000|-0.167084
6972098854621796016|2021-06-10 11:44:23.940000|-0.159576
6972098858916763312|2021-06-10 11:44:24.940000|-0.163452
6972098863211730608|2021-06-10 11:44:25.940000|-0.157684
6972098867506697904|2021-06-10 11:44:26.940000|-0.156433
6972098871801665200|2021-06-10 11:44:27.940000|-0.153534
6972098876096632496|2021-06-10 11:44:28.940000|-0.149231
6972098880391599792|2021-06-10 11:44:29.940000|-0.146698
6972098884686567088|2021-06-10 11:44:30.940000|-0.14682
6972098888981534384|2021-06-10 11:44:31.940000|-0.140656
6972098893276501680|2021-06-10 11:44:32.940000|-0.138947
6972098897571468976|2021-06-10 11:44:33.940000|-0.136688
6972098901866436272|2021-06-10 11:44:34.940000|-0.134705
6972098906161403568|2021-06-10 11:44:35.940000|-0.132233
6972098910456370864|2021-06-10 11:44:36.940000|-0.129669
6972098914751338160|2021-06-10 11:44:37.940000|-0.126831
6972098919046305456|2021-06-10 11:44:38.940000|-0.123566
6972098923341272752|2021-06-10 11:44:39.940000|-0.124481
6972098927636240048|2021-06-10 11:44:40.940000|-0.123474
6972098931931207344|2021-06-10 11:44:41.940000|-0.12027
6972098936226174640|2021-06-10 11:44:42.940000|-0.11438
6972098940521141936|2021-06-10 11:44:43.940000|-0.119385
6972098944816109232|2021-06-10 11:44:44.940000|-0.110474
6972098949111076528|2021-06-10 11:44:45.940000|-0.105011
6972098953406043824|2021-06-10 11:44:46.940000|-0.116211
6972098957701011120|2021-06-10 11:44:47.940000|-0.1091
6972098961995978416|2021-06-10 11:44:48.940000|-0.0970764
6972098966290945712|2021-06-10 11:44:49.940000|-0.105347
6972098970585913008|2021-06-10 11:44:50.940000|-0.100677
6972098974880880304|2021-06-10 11:44:51.940000|-0.100037
6972098979175847600|2021-06-10 11:44:52.940000|-0.0963135
6972098983470814896|2021-06-10 11:44:53.940000|-0.094696
6972098987765782192|2021-06-10 11:44:54.940000|-0.0913391
6972098992060749488|2021-06-10 11:44:55.940000|-0.0888977
6972098996355716784|2021-06-10 11:44:56.940000|-0.0864868
6972099000650684080|2021-06-10 11:44:57.940000|-0.0842285
6972099004945651376|2021-06-10 11:44:58.940000|-0.0820313
6972099009240618672|2021-06-10 11:44:59.940000|-0.0805664
6972099013535585968|2021-06-10 11:45:00.940000|-0.078949
6972099017830553264|2021-06-10 11:45:01.940000|-0.0783386
6972099022125520560|2021-06-10 11:45:02.940000|-0.0747681
6972099026420487856|2021-06-10 11:45:03.940000|-0.0704651
6972099030715455152|2021-06-10 11:45:04.940000|-0.0724487
6972099035010422448|2021-06-10 11:45:05.940000|-0.0687561
6972099039305389744|2021-06-10 11:45:06.940000|-0.0654602
6972099043600357040|2021-06-10 11:45:07.940000|-0.0678711
6972099047895324336|2021-06-10 11:45:08.940000|-0.0782471
6972099052190291632|2021-06-10 11:45:09.940000|-0.0643311
6972099056485258928|2021-06-10 11:45:10.940000|-0.0520325
6972099060780226224|2021-06-10 11:45:11.940000|-0.0532227
6972099065075193520|2021-06-10 11:45:12.940000|-0.0501099
6972099069370160816|2021-06-10 11:45:13.940000|-0.04776
6972099073665128112|2021-06-10 11:45:14.940000|-0.0453186
6972099077960095408|2021-06-10 11:45:15.940000|-0.0436096
6972099082255062704|2021-06-10 11:45:16.940000|-0.0409546
6972099086550030000|2021-06-10 11:45:17.940000|-0.0349731
6972099090844997296|2021-06-10 11:45:18.940000|-0.0329895
6972099095139964592|2021-06-10 11:45:19.940000|-0.0269165
6972099099434931888|2021-06-10 11:45:20.940000|-0.0262146
6972099103729899184|2021-06-10 11:45:21.940000|-0.0250244
6972099108024866480|2021-06-10 11:45:22.940000|-0.0211792
6972099112319833776|2021-06-10 11:45:23.940000|-0.0151672
6972099116614801072|2021-06-10 11:45:24.940000|-0.00762939
6972099120909768368|2021-06-10 11:45:25.940000|-0.01297
6972099125204735664|2021-06-10 11:45:26.940000|-0.00790405
6972099129499702960|2021-06-10 11:45:27.940000|-0.00796509
6972099133794670256|2021-06-10 11:45:28.940000|-0.00924683
6972099138089637552|2021-06-10 11:45:29.940000|-0.00222778
6972099142384604848|2021-06-10 11:45:30.940000|0.000335693
6972099146679572144|2021-06-10 11:45:31.940000|0.00820923
6972099150974539440|2021-06-10 11:45:32.940000|0.00387573
6972099155269506736|2021-06-10 11:45:33.940000|0.00723267
6972099159564474032|2021-06-10 11:45:34.940000|0.0102234
6972099163859441328|2021-06-10 11:45:35.940000|0.0164185
6972099168154408624|2021-06-10 11:45:36.940000|0.0174255
6972099172449375920|2021-06-10 11:45:37.940000|0.0168762
6972099176744343216|2021-06-10 11:45:38.940000|0.0178528
6972099181039310512|2021-06-10 11:45:39.940000|0.0216675
6972099185334277808|2021-06-10 11:45:40.940000|0.0233459
6972099189629245104|2021-06-10 11:45:41.940000|0.0241699
6972099193924212400|2021-06-10 11:45:42.940000|0.0280457
6972099198219179696|2021-06-10 11:45:43.940000|0.026062
6972099202514146992|2021-06-10 11:45:44.940000|0.02948
6972099206809114288|2021-06-10 11:45:45.940000|0.033844
6972099211104081584|2021-06-10 11:45:46.940000|0.0353088
6972099215399048880|2021-06-10 11:45:47.940000|0.0310669
6972099219694016176|2021-06-10 11:45:48.940000|0.0377197
6972099223988983472|2021-06-10 11:45:49.940000|0.03479
6972099228283950768|2021-06-10 11:45:50.940000|0.0401001
6972099232578918064|2021-06-10 11:45:51.940000|0.0402832
6972099236873885360|2021-06-10 11:45:52.940000|0.0462952
6972099241168852656|2021-06-10 11:45:53.940000|0.0489807
6972099245463819952|2021-06-10 11:45:54.940000|0.0507202
6972099249758787248|2021-06-10 11:45:55.940000|0.0508728
6972099254053754544|2021-06-10 11:45:56.940000|0.0526123
6972099258348721840|2021-06-10 11:45:57.940000|0.052887
6972099262643689136|2021-06-10 11:45:58.940000|0.0525818
6972099266938656432|2021-06-10 11:45:59.940000|0.0585938
6972099271233623728|2021-06-10 11:46:00.940000|0.0591736
6972099275528591024|2021-06-10 11:46:01.940000|0.0651245
6972099279823558320|2021-06-10 11:46:02.940000|0.0608826
6972099284118525616|2021-06-10 11:46:03.940000|0.0622864
6972099288413492912|2021-06-10 11:46:04.940000|0.0664063
6972099292708460208|2021-06-10 11:46:05.940000|0.0667114
6972099297003427504|2021-06-10 11:46:06.940000|0.0713196
6972099301298394800|2021-06-10 11:46:07.940000|0.0744019
6972099305593362096|2021-06-10 11:46:08.940000|0.0761108
6972099309888329392|2021-06-10 11:46:09.940000|0.0759277
6972099314183296688|2021-06-10 11:46:10.940000|0.0767212
6972099318478263984|2021-06-10 11:46:11.940000|0.0788269
6972099322773231280|2021-06-10 11:46:12.940000|0.0776672
6972099327068198576|2021-06-10 11:46:13.940000|0.0802307
6972099331363165872|2021-06-10 11:46:14.940000|0.080719
6972099335658133168|2021-06-10 11:46:15.940000|0.0839233
6972099339953100464|2021-06-10 11:46:16.940000|0.0849304
6972099344248067760|2021-06-10 11:46:17.940000|0.0853271
6972099348543035056|2021-06-10 11:46:18.940000|0.0882568
6972099352838002352|2021-06-10 11:46:19.940000|0.0881042
6972099357132969648|2021-06-10 11:46:20.940000|0.0874329
6972099361427936944|2021-06-10 11:46:21.940000|0.0931091
6972099365722904240|2021-06-10 11:46:22.940000|0.0953979
6972099370017871536|2021-06-10 11:46:23.940000|0.0959473
6972099374312838832|2021-06-10 11:46:24.940000|0.0964355
6972099378607806128|2021-06-10 11:46:25.940000|0.0965881
6972099382902773424|2021-06-10 11:46:26.940000|0.0980225
6972099387197740720|2021-06-10 11:46:27.940000|0.0978699
6972099391492708016|2021-06-10 11:46:28.940000|0.105072
6972099395787675312|2021-06-10 11:46:29.940000|0.0975037
6972099400082642608|2021-06-10 11:46:30.940000|0.103088
6972099404377609904|2021-06-10 11:46:31.940000|0.106689
6972099408672577200|2021-06-10 11:46:32.940000|0.110321
6972099412967544496|2021-06-10 11:46:33.940000|0.106171
6972099417262511792|2021-06-10 11:46:34.940000|0.105133
6972099421557479088|2021-06-10 11:46:35.940000|0.105072
6972099425852446384|2021-06-10 11:46:36.940000|0.109833
6972099430147413680|2021-06-10 11:46:37.940000|0.113983
6972099434442380976|2021-06-10 11:46:38.940000|0.116791
6972099438737348272|2021-06-10 11:46:39.940000|0.113007
6972099443032315568|2021-06-10 11:46:40.940000|0.112854
6972099447327282864|2021-06-10 11:46:41.940000|0.113647
6972099451622250160|2021-06-10 11:46:42.940000|0.116119
6972099455917217456|2021-06-10 11:46:43.940000|0.11795
6972099460212184752|2021-06-10 11:46:44.940000|0.117889
6972099464507152048|2021-06-10 11:46:45.940000|0.113647
6972099468802119344|2021-06-10 11:46:46.940000|0.117218
6972099473097086640|2021-06-10 11:46:47.940000|0.113373
