Trigger Time:	2021-06-10	14:42:16.581
Number of processed measurements:	3
TsLaserEnergy:	4.453371047973633

Measurement time:	2021-06-10	14:42:16.581
Rad. Pos [mm]	ne [m-3]	Te [eV]	dne [m-3]	dTe [eV]
-19.742307662963867	4.3641650602940826e+18	0.6738481622712132	4.648584666582876e+17	0.09853755363760619
-18.069231033325195	1.1469060764912845e+19	0.8028796810255172	1.0285537515242783e+18	0.0842698921978067
-16.396154403686523	1.7646893344967623e+19	0.9499419186398942	1.0290343755445699e+18	0.06359006425476034
-14.723076820373535	2.17284058515977e+19	1.0605652237925778	1.327340607533744e+18	0.07637294867748194
-13.050000190734863	2.693500462646585e+19	1.2070654549163333	1.5051011262974525e+18	0.07332384059148025
-11.376922607421875	2.6766381324206866e+19	1.4616964286708443	1.3881676523666145e+18	0.09675418546035168
-9.703845977783203	3.48620238668704e+19	1.46457374700009	1.3533784172690145e+18	0.06741020171983939
-8.030769348144531	5.107454052172982e+19	1.786663975007644	1.551570748294824e+18	0.06589233642943877
-6.357692241668701	6.979687498591817e+19	2.124806967220186	2.0586550656646513e+18	0.0791597104232771
-4.684615612030029	1.1376109371314615e+20	2.2180371154266836	2.80860459661892e+18	0.06466161603581295
-3.011538505554199	1.4199294591629473e+20	2.6785711800503154	2.8478906968351703e+18	0.06598405276644992
-1.3384615182876587	1.570244397483646e+20	3.2547423964195343	3.3012267626707026e+18	0.08755929617914437
0.3346153795719147	1.731113328017041e+20	3.6003371783966136	3.7297270598580306e+18	0.10637751796126121
2.007692337036133	1.9499390117863227e+20	4.652382993720893	3.9696017392538747e+18	0.15041856441856433
3.680769205093384	1.7977103075067822e+20	4.245250195269437	3.577173669794808e+18	0.1339074756912666
5.353846073150635	1.749876274042713e+20	3.070069935756205	3.9589304291504947e+18	0.08760312477891902
7.026923179626465	1.777640613901731e+20	2.3630673841244954	3.4249116503129457e+18	0.05210001763484816
8.699999809265137	1.351407102871575e+20	1.9174449668807942	2.9937084786666373e+18	0.04939347049618771
10.373077392578125	8.345743614782577e+19	1.914943610401433	2.2510628660167311e+18	0.06117720705688155
12.046154022216797	6.618031296132573e+19	1.7156607559091326	2.1161585617246618e+18	0.06300312306258732
13.719230651855469	6.0378986147970286e+19	1.6596154936544645	1.941897651033211e+18	0.06627501980756771
15.39230728149414	5.376125875685163e+19	1.521439025615751	1.7282052297127363e+18	0.05646246090724
17.065383911132812	4.0404998433047314e+19	1.5711786169984703	1.6750922210213888e+18	0.0743309907530757
18.738462448120117	3.5796325076480033e+19	1.5845780264139722	1.450781678472528e+18	0.07643406769012212
20.41153907775879	3.3728974935423975e+19	1.115927461793786	1.6794145386691297e+18	0.06577206998521132
22.08461570739746	2.7729518325766554e+19	1.7513046823474863	1.3500343900920873e+18	0.11085672824757174
23.757692337036133	2.912044671439156e+19	1.242953756557112	1.5836894070875095e+18	0.0789189153296694
25.430768966674805	1.985113268368179e+19	1.2781316032515209	1.5940663229525524e+18	0.14005539990935584

Measurement time:	2021-06-10	14:42:19.581
Rad. Pos [mm]	ne [m-3]	Te [eV]	dne [m-3]	dTe [eV]
-19.742307662963867	3.807210743779033e+18	0.6543912087368353	5.355146644071383e+17	0.12716133041702646
