Trigger Time:	2021-06-10	14:53:34.896
Number of processed measurements:	3
TsLaserEnergy:	4.47723913192749

Measurement time:	2021-06-10	14:53:34.896
Rad. Pos [mm]	ne [m-3]	Te [eV]	dne [m-3]	dTe [eV]
-19.742307662963867	1.3931562190852063e+19	1.3580427785155498	1.1207932938068951e+18	0.1487797922982746
-18.069231033325195	2.448151039978137e+19	1.6795511531193767	1.6126662114038252e+18	0.14717162758716937
-16.396154403686523	3.8234817566515134e+19	1.675254377110545	1.9904665156059136e+18	0.1060638298351705
-14.723076820373535	5.805661967801437e+19	1.815334373880198	2.5313531189484585e+18	0.09453143204067166
-13.050000190734863	5.78424699972957e+19	1.8574045048822876	2.457181438928224e+18	0.09436136174462943
-11.376922607421875	6.631859633972786e+19	2.303924067141164	2.1847386753618412e+18	0.09771357394488024
-9.703845977783203	8.95923327988159e+19	2.3489241188600802	3.045779700090667e+18	0.09886496719496547
-8.030769348144531	1.3677082863431215e+20	2.379299900046553	3.4606870099017073e+18	0.07487287299821856
-6.357692241668701	2.560389098980581e+20	2.708010929180487	4.620108277496152e+18	0.05945030879321152
-4.684615612030029	4.131958012151511e+20	2.671772240777037	5.611105254436241e+18	0.04966893717884862
-3.011538505554199	5.138569527551601e+20	3.046419192329171	5.445312644862968e+18	0.04816970358151832
-1.3384615182876587	5.759133890268375e+20	3.3431150529827156	6.049311765395669e+18	0.05145126157789864
0.3346153795719147	5.886252211875558e+20	4.057857900725569	6.308002112399737e+18	0.07824427659869282
2.007692337036133	6.734672327458213e+20	4.628751613135914	7.96863410624843e+18	0.08794826743853414
3.680769205093384	6.382600611838757e+20	4.60536226807661	6.095514343506444e+18	0.0842037307783816
5.353846073150635	6.586006392696388e+20	3.869647848818948	5.978556542880842e+18	0.061645419738896534
7.026923179626465	6.286707716772971e+20	3.1429603865269273	6.592655777226293e+18	0.047660264181629726
8.699999809265137	5.042422953163054e+20	2.6677468672709974	5.74569207474579e+18	0.04095908204869083
10.373077392578125	3.249995930969131e+20	2.624698428674122	4.800306688416547e+18	0.04706638968012742
12.046154022216797	1.7775644397361588e+20	2.670855087491739	3.530454321218978e+18	0.06391429605343835
13.719230651855469	8.833669931598873e+19	2.460289827648523	2.3491329810224906e+18	0.09684608836641388
