Trigger Time:	2021-06-10	14:14:59.958
Number of processed measurements:	3
TsLaserEnergy:	4.53889799118042

Measurement time:	2021-06-10	14:14:59.958
Rad. Pos [mm]	ne [m-3]	Te [eV]	dne [m-3]	dTe [eV]
-18.069231033325195	8.941895410876678e+18	0.6485888104012769	8.320044344677499e+17	0.07076755213260404
-16.396154403686523	1.3867393592743428e+19	0.8429492270508712	9.529723601582817e+17	0.06979324316639887
-14.723076820373535	1.6292686445687079e+19	1.0178538600044615	1.2547571720598323e+18	0.09184719755203455
-13.050000190734863	2.016291679792372e+19	0.7452904741525567	1.234873878661038e+18	0.049638904604037554
-11.376922607421875	1.891131852277049e+19	0.8371192366653856	1.0604211031905403e+18	0.05422169601052419
-9.703845977783203	2.008136382146832e+19	1.0502478140825358	1.222140984255578e+18	0.07328771174686621
-8.030769348144531	3.721610684924114e+19	1.363185065294079	1.2244487217233265e+18	0.05521203983030545
-6.357692241668701	6.719993407422752e+19	1.5725927498964913	1.8516078177445478e+18	0.05264301929429727
-4.684615612030029	1.2295730341474835e+20	1.5585963195176533	3.350423036066005e+18	0.04888645145155588
-3.011538505554199	1.5226021188474608e+20	1.8664472748356071	3.258942844001321e+18	0.047876916231551166
-1.3384615182876587	1.626930291199684e+20	2.324158882515813	3.2534670012170895e+18	0.053388004642330456
0.3346153795719147	1.7436973705383327e+20	2.5907097025173633	3.828935169398538e+18	0.06742442634937969
2.007692337036133	1.7712583447266774e+20	3.2284805737414985	3.733936540124971e+18	0.09084685463959877
3.680769205093384	1.7416835930018284e+20	3.066303862976674	3.335531525457314e+18	0.078020388695035
5.353846073150635	1.911733885431804e+20	2.4659784692870135	3.806631026273288e+18	0.058172189775807334
7.026923179626465	2.0585236135519925e+20	1.9824055270452587	3.591686673525637e+18	0.04039825043885019
8.699999809265137	1.7412562788028095e+20	1.7645375713213225	3.416840685209256e+18	0.04082153275520803
10.373077392578125	1.0679602180272003e+20	1.562726091013768	2.2674406414682685e+18	0.038306473535408815
12.046154022216797	6.935216651294789e+19	1.4684476062670557	1.8940405828005396e+18	0.04714529326149806
13.719230651855469	4.7357821783940006e+19	1.2692098510610397	1.6905296391532708e+18	0.04937366896474328
15.39230728149414	3.366875248454743e+19	1.2494541853487224	1.413788197439144e+18	0.05804673973740498
17.065383911132812	3.133163276757002e+19	1.078365000421901	1.3555235644548055e+18	0.05362352033603434
18.738462448120117	2.6260621368592695e+19	1.0504428947162312	1.336544619369857e+18	0.06621252926028204
20.41153907775879	2.2368833991381877e+19	1.120000274262858	1.2357543125969797e+18	0.07289054153404416
22.08461570739746	2.213336258117737e+19	0.92810902336771	1.286576488811856e+18	0.06351570388190293
23.757692337036133	2.1324847700808565e+19	0.886755398200132	1.3079949753209324e+18	0.05817268897407904
25.430768966674805	1.5905034929616978e+19	0.7257415067791673	1.578097978143408e+18	0.08783809085028334

Measurement time:	2021-06-10	14:15:02.958
Rad. Pos [mm]	ne [m-3]	Te [eV]	dne [m-3]	dTe [eV]
-19.742307662963867	3.7621041038832435e+18	0.4000208265649698	5.719127255343432e+17	0.0787063980533116
-18.069231033325195	7.082247964109832e+18	0.5160492690770677	8.776686641977754e+17	0.07755989089540095
-16.396154403686523	1.141625781850053e+19	0.748572314523717	9.011033114348093e+17	0.07198710863760802
