(time)	1 Max  (°C)
17:14:32.284	315.56
17:14:32.305	312.14
17:14:32.324	318.90
17:14:32.345	315.56
17:14:32.364	322.16
17:14:32.385	312.14
17:14:32.404	328.49
17:14:32.424	312.14
17:14:32.444	322.16
17:14:32.464	318.90
17:14:32.485	318.90
17:14:32.504	305.05
17:14:32.525	322.16
17:14:32.544	315.56
17:14:32.565	328.49
17:14:32.584	322.16
17:14:32.604	318.90
17:14:32.625	312.14
17:14:32.644	315.56
17:14:32.665	312.14
17:14:32.684	312.14
17:14:32.705	308.64
17:14:32.724	312.14
17:14:32.745	312.14
17:14:32.764	312.14
17:14:32.784	315.56
17:14:32.805	312.14
17:14:32.824	322.16
17:14:32.845	318.90
17:14:32.864	315.56
17:14:32.885	315.56
17:14:32.904	315.56
17:14:32.924	312.14
17:14:32.944	308.64
17:14:32.964	318.90
17:14:32.985	315.56
17:14:33.004	318.90
17:14:33.025	318.90
17:14:33.044	322.16
17:14:33.065	315.56
17:14:33.084	318.90
17:14:33.104	312.14
17:14:33.125	315.56
17:14:33.144	312.14
17:14:33.165	312.14
17:14:33.184	308.64
17:14:33.205	359.35
17:14:33.224	383.26
17:14:33.245	425.53
17:14:33.264	464.08
17:14:33.284	487.78
17:14:33.305	508.28
17:14:33.324	532.37
17:14:33.345	555.90
17:14:33.364	586.39
17:14:33.385	608.73
17:14:33.404	637.35
17:14:33.424	659.86
17:14:33.444	688.03
17:14:33.464	707.59
17:14:33.485	732.61
17:14:33.504	744.73
17:14:33.525	761.73
17:14:33.544	764.64
17:14:33.565	783.24
17:14:33.584	814.27
17:14:33.604	828.30
17:14:33.625	854.32
17:14:33.644	880.13
17:14:33.665	902.77
17:14:33.684	925.44
17:14:33.705	941.80
17:14:33.724	961.88
17:14:33.745	981.56
17:14:33.764	993.75
17:14:33.784	1010.16
17:14:33.805	1029.01
17:14:33.824	1038.59
17:14:33.845	1053.33
17:14:33.864	1061.16
17:14:33.885	1071.52
17:14:33.904	1084.36
17:14:33.924	1085.38
17:14:33.944	1092.51
17:14:33.964	1092.51
17:14:33.985	1101.12
17:14:34.004	1105.15
17:14:34.025	1107.66
17:14:34.044	1114.17
17:14:34.065	1111.17
17:14:34.084	1116.17
17:14:34.104	1123.64
17:14:34.125	1128.10
17:14:34.144	1136.00
17:14:34.165	1143.36
17:14:34.184	1152.15
17:14:34.205	1155.55
17:14:34.224	1158.95
17:14:34.245	1167.64
17:14:34.264	1174.85
17:14:34.284	1177.25
17:14:34.305	1184.89
17:14:34.324	1188.70
17:14:34.345	1195.81
17:14:34.364	1197.71
17:14:34.385	1204.31
17:14:34.424	1209.95
17:14:34.444	1216.03
17:14:34.464	1222.56
17:14:34.485	1222.56
17:14:34.504	1223.96
17:14:34.525	1229.53
17:14:34.544	1229.07
17:14:34.565	1234.62
17:14:34.584	1235.09
17:14:34.604	1238.32
17:14:34.625	1238.78
17:14:34.644	1232.31
17:14:34.665	1237.40
17:14:34.684	1241.54
17:14:34.705	1240.16
17:14:34.724	1241.54
17:14:34.745	1247.52
17:14:34.764	1248.43
17:14:34.784	1254.84
17:14:34.805	1252.56
17:14:34.824	1256.67
17:14:34.845	1258.95
17:14:34.864	1260.31
17:14:34.885	1264.41
17:14:34.904	1264.86
